workerid	rt	trial_type	stim_type	stim_part	stim_determiner	trialNum	stim_color	stim_prevalence	response	stim_category
0	9959	truth_conditions	bare	stripes	generic	0	gold	70	True	daiths
0	7989	truth_conditions	bare	tails	generic	1	purple	70	True	taifels
0	7484	truth_conditions	distinct	shells	generic	2	green	90	True	moxes
0	5284	truth_conditions	distinct	legs	generic	3	yellow	90	True	ludinos
0	9171	truth_conditions	distinct	teeth	generic	4	blue	30	False	thups
0	4915	truth_conditions	distinct	tails	generic	5	green	10	False	trufts
0	12376	truth_conditions	bare	shells	generic	6	orange	50	False	luzaks
0	2744	truth_conditions	distinct	feathers	generic	7	gold	90	True	plovs
0	3928	truth_conditions	distinct	spots	generic	8	gold	50	False	stups
0	3596	truth_conditions	danger	legs	generic	9	silver	10	False	ackles
0	2787	truth_conditions	danger	tails	generic	10	orange	30	False	zorbs
0	3445	truth_conditions	danger	teeth	generic	11	green	50	False	zoovs
0	2297	truth_conditions	danger	spots	generic	12	red	30	False	sapers
0	2479	truth_conditions	bare	teeth	generic	13	pink	50	False	krivels
0	6928	truth_conditions	distinct	stripes	generic	14	silver	50	False	frams
0	2208	truth_conditions	distinct	ears	generic	15	pink	30	False	elleps
0	4044	truth_conditions	danger	fur	generic	16	silver	10	False	morseths
0	2452	truth_conditions	distinct	scales	generic	17	blue	70	True	reesles
0	3012	truth_conditions	bare	legs	generic	18	pink	70	True	feps
0	2668	truth_conditions	danger	stripes	generic	19	copper	10	False	mooks
0	1840	truth_conditions	bare	fur	generic	20	copper	30	False	kweps
0	2120	truth_conditions	bare	spots	generic	21	copper	50	False	glippets
0	1799	truth_conditions	bare	scales	generic	22	red	70	True	blins
0	2467	truth_conditions	bare	feathers	generic	23	purple	30	False	lorches
0	1655	truth_conditions	bare	ears	generic	24	blue	10	False	cheebas
0	4380	truth_conditions	danger	shells	generic	25	purple	10	False	javs
0	2655	truth_conditions	distinct	fur	generic	26	yellow	90	True	ollers
0	1651	truth_conditions	danger	ears	generic	27	orange	70	True	kazzes
0	1837	truth_conditions	danger	scales	generic	28	yellow	90	True	dorbs
0	1606	truth_conditions	danger	feathers	generic	29	red	90	True	noobs
