workerid	rt	trial_type	stim_type	stim_part	stim_determiner	trialNum	stim_color	stim_prevalence	response	stim_category
0	10637	truth_conditions	nondistinctive	stripes	generic	0	silver	45	True	frams
0	4598	truth_conditions	bare	shells	generic	1	green	45	True	moxes
0	5141	truth_conditions	nondistinctive	scales	generic	2	yellow	5	False	dorbs
0	3567	truth_conditions	nondistinctive	fur	generic	3	copper	5	False	kweps
0	4157	truth_conditions	bare	stripes	generic	4	gold	5	False	daiths
0	6142	truth_conditions	danger/distinct	legs	generic	5	silver	25	True	ackles
0	4522	truth_conditions	bare	tails	generic	6	orange	25	True	zorbs
0	4779	truth_conditions	nondistinctive	ears	generic	7	orange	15	True	kazzes
0	2707	truth_conditions	bare	ears	generic	8	blue	35	True	cheebas
0	2074	truth_conditions	bare	spots	generic	9	copper	25	True	glippets
0	4254	truth_conditions	bare	feathers	generic	10	purple	45	True	lorches
0	4045	truth_conditions	nondistinctive	tails	generic	11	green	45	True	trufts
0	4846	truth_conditions	danger/distinct	scales	generic	12	blue	25	True	reesles
0	4261	truth_conditions	bare	fur	generic	13	silver	5	False	morseths
0	4652	truth_conditions	nondistinctive	teeth	generic	14	blue	15	True	thups
0	4074	truth_conditions	danger/distinct	ears	generic	15	pink	45	True	elleps
0	2896	truth_conditions	nondistinctive	feathers	generic	16	red	25	True	noobs
0	3833	truth_conditions	danger/distinct	fur	generic	17	yellow	5	True	ollers
0	4400	truth_conditions	bare	teeth	generic	18	pink	35	True	krivels
0	2152	truth_conditions	nondistinctive	spots	generic	19	gold	25	True	stups
0	1807	truth_conditions	nondistinctive	legs	generic	20	pink	35	True	feps
0	2785	truth_conditions	bare	scales	generic	21	red	15	True	blins
0	2019	truth_conditions	danger/distinct	teeth	generic	22	green	15	True	zoovs
0	1576	truth_conditions	bare	legs	generic	23	yellow	15	True	ludinos
0	5445	truth_conditions	danger/distinct	spots	generic	24	red	35	True	sapers
0	5407	truth_conditions	danger/distinct	shells	generic	25	orange	15	True	luzaks
0	2074	truth_conditions	nondistinctive	shells	generic	26	purple	35	True	javs
0	6903	truth_conditions	danger/distinct	tails	generic	27	purple	5	True	taifels
0	1416	truth_conditions	danger/distinct	feathers	generic	28	gold	45	True	plovs
0	2597	truth_conditions	danger/distinct	stripes	generic	29	copper	35	True	mooks
1	9103	truth_conditions	bare	fur	generic	0	silver	5	True	morseths
1	3463	truth_conditions	bare	ears	generic	1	blue	5	True	cheebas
