workerid,rt,trial_type,stim_type,stim_part,stim_determiner,trialNum,stim_color,stim_prevalence,response,stim_category
6,2008,truth_conditions,nondistinctive,ears,generic,15,orange,45,False,kazzes
6,1608,truth_conditions,danger-distinct,scales,generic,16,red,35,False,blins
6,1592,truth_conditions,bare,spots,generic,17,copper,5,False,glippets
6,1480,truth_conditions,danger-distinct,tails,generic,18,purple,15,False,taifels
6,2297,truth_conditions,nondistinctive,tails,generic,19,orange,65,True,zorbs
6,1503,truth_conditions,bare,scales,generic,20,blue,25,False,reesles
6,1305,truth_conditions,bare,stripes,generic,21,copper,35,False,mooks
6,2839,truth_conditions,danger-distinct,stripes,generic,22,silver,55,True,frams
6,1640,truth_conditions,bare,tails,generic,23,green,65,True,trufts
6,1865,truth_conditions,nondistinctive,legs,generic,24,silver,85,True,ackles
6,2072,truth_conditions,nondistinctive,teeth,generic,25,pink,75,True,krivels
6,2832,truth_conditions,nondistinctive,shells,generic,26,orange,5,False,luzaks
6,1871,truth_conditions,bare,fur,generic,27,yellow,75,True,ollers
6,3457,truth_conditions,danger-distinct,spots,generic,28,gold,5,False,stups
6,1615,truth_conditions,nondistinctive,scales,generic,29,yellow,35,False,dorbs
7,15239,truth_conditions,nondistinctive,shells,generic,0,green,35,True,moxes
7,7385,truth_conditions,bare,spots,generic,1,gold,35,True,stups
7,3569,truth_conditions,bare,legs,generic,2,silver,65,True,ackles
7,10503,truth_conditions,bare,ears,generic,3,orange,5,True,kazzes
7,6613,truth_conditions,nondistinctive,stripes,generic,4,copper,5,False,mooks
7,4096,truth_conditions,nondistinctive,teeth,generic,5,green,45,True,zoovs
7,4637,truth_conditions,nondistinctive,feathers,generic,6,purple,25,False,lorches
7,1966,truth_conditions,danger-distinct,shells,generic,7,orange,5,False,luzaks
7,3482,truth_conditions,nondistinctive,legs,generic,8,yellow,65,True,ludinos
7,3850,truth_conditions,danger-distinct,stripes,generic,9,silver,55,True,frams
7,3812,truth_conditions,nondistinctive,ears,generic,10,blue,85,True,cheebas
7,3945,truth_conditions,danger-distinct,fur,generic,11,yellow,15,False,ollers
7,2014,truth_conditions,danger-distinct,legs,generic,12,pink,75,True,feps
7,4055,truth_conditions,bare,shells,generic,13,purple,95,True,javs
7,5159,truth_conditions,danger-distinct,feathers,generic,14,gold,25,True,plovs
7,2564,truth_conditions,danger-distinct,tails,generic,15,orange,65,True,zorbs
7,3315,truth_conditions,bare,teeth,generic,16,pink,85,True,krivels
7,3830,truth_conditions,bare,feathers,generic,17,red,25,False,noobs
7,3192,truth_conditions,bare,scales,generic,18,yellow,45,True,dorbs
7,4158,truth_conditions,nondistinctive,spots,generic,19,red,95,True,sapers
7,2586,truth_conditions,danger-distinct,teeth,generic,20,blue,95,True,thups
7,6780,truth_conditions,danger-distinct,spots,generic,21,copper,45,True,glippets
7,3999,truth_conditions,bare,stripes,generic,22,gold,55,True,daiths
7,2862,truth_conditions,bare,fur,generic,23,copper,15,False,kweps
7,3380,truth_conditions,danger-distinct,scales,generic,24,blue,35,True,reesles
7,3034,truth_conditions,nondistinctive,scales,generic,25,red,15,False,blins
7,3193,truth_conditions,danger-distinct,ears,generic,26,pink,85,True,elleps
7,2271,truth_conditions,nondistinctive,tails,generic,27,purple,75,True,taifels
7,1895,truth_conditions,bare,tails,generic,28,green,75,True,trufts
7,3350,truth_conditions,nondistinctive,fur,generic,29,silver,55,True,morseths
8,6366,truth_conditions,bare,fur,generic,0,copper,85,False,kweps
8,9224,truth_conditions,nondistinctive,shells,generic,1,purple,95,False,javs
8,5397,truth_conditions,nondistinctive,teeth,generic,2,green,5,False,zoovs
8,2555,truth_conditions,danger-distinct,stripes,generic,3,silver,55,False,frams
8,2203,truth_conditions,nondistinctive,stripes,generic,4,gold,85,False,daiths
8,3219,truth_conditions,danger-distinct,feathers,generic,5,purple,65,False,lorches
8,2101,truth_conditions,bare,shells,generic,6,orange,95,False,luzaks
8,1864,truth_conditions,bare,scales,generic,7,yellow,25,False,dorbs
8,2881,truth_conditions,danger-distinct,tails,generic,8,purple,15,False,taifels
8,1856,truth_conditions,bare,tails,generic,9,green,35,False,trufts
8,1976,truth_conditions,nondistinctive,scales,generic,10,blue,75,False,reesles
8,1595,truth_conditions,danger-distinct,legs,generic,11,silver,85,False,ackles
