Property,Category,Prevalence,Probability
are white,Sharks,0,0.38884
are white,Sharks,0.1,0.13249999999999998
are white,Sharks,0.9,0.05879999999999999
are white,Sharks,0.8,0.04543999999999999
are white,Sharks,0.2,0.07683999999999999
are white,Sharks,0.7,0.041979999999999996
are white,Sharks,0.5,0.046280000000000016
are white,Sharks,0.99,0.05256
are white,Sharks,0.3,0.06304
are white,Sharks,0.6,0.04265999999999999
are white,Sharks,0.4,0.05106000000000001
