Property,Category,Prevalence,Probability
are white,Swans,0.8,0.07926
are white,Swans,0.2,0.046720000000000005
are white,Swans,0.7,0.05879999999999999
are white,Swans,0.99,0.37187999999999993
are white,Swans,0.6,0.05274
are white,Swans,0.9,0.1368
are white,Swans,0.1,0.05969999999999999
are white,Swans,0,0.05986
are white,Swans,0.3,0.04720000000000001
are white,Swans,0.4,0.042239999999999986
are white,Swans,0.5,0.04479999999999998
