Property,Category,Prevalence,Probability
are male,Lions,0.5,0.46858
are male,Lions,0.4,0.23864
are male,Lions,0.6,0.23169999999999996
are male,Lions,0.7,0.027299999999999994
are male,Lions,0.3,0.03142
are male,Lions,0.2,0.0010999999999999998
are male,Lions,0.8,0.0012599999999999992
