Property,Category,Prevalence,Probability
have manes,Lions,0.3,0.07624
have manes,Lions,0.6,0.07661999999999997
have manes,Lions,0.1,0.08199999999999999
have manes,Lions,0.4,0.0722
have manes,Lions,0,0.06944
have manes,Lions,0.9,0.12999999999999998
have manes,Lions,0.99,0.15248
have manes,Lions,0.8,0.09662
have manes,Lions,0.5,0.07633999999999999
have manes,Lions,0.7,0.08866
have manes,Lions,0.2,0.07939999999999998
