Property,Category,Prevalence,Probability
have wings,Ducks,0.99,0.70758
have wings,Ducks,0.8,0.05101999999999999
have wings,Ducks,0.1,0.012079999999999995
have wings,Ducks,0.4,0.01893999999999999
have wings,Ducks,0.6,0.026239999999999996
have wings,Ducks,0.9,0.09767999999999999
have wings,Ducks,0.7,0.030679999999999995
have wings,Ducks,0.5,0.020839999999999997
have wings,Ducks,0.3,0.015220000000000001
have wings,Ducks,0.2,0.010259999999999991
have wings,Ducks,0,0.009459999999999996
