Category,Measure,g,d,a,b,Probability
long teeth,within,0.837444496806711,0.9567531174980104,0.8012276330513733,0.15552548444663708,0.00019999999999999985
long teeth,within,0.6439779158681631,0.9567531174980104,0.6161278786067366,0.3406252388912739,0.0005999999999999994
long teeth,within,0.655895198462531,0.9567531174980104,0.6275297758810028,0.32922334161700767,0.0011999999999999988
long teeth,within,0.6502171468455344,0.9567531174980104,0.6220972822951267,0.3346558352028837,0.0008
long teeth,within,0.7372278850525618,0.9567531174980104,0.7053450773305033,0.25140804016750706,0.0024
long teeth,within,0.7550747359637171,0.9567531174980104,0.7224201075772734,0.234333009920737,0.00030000000000000024
long teeth,within,0.8212532815523446,0.9567531174980104,0.7857366373806769,0.17101648011733347,0.0004
long teeth,within,0.6794749069958925,0.9567531174980104,0.6500897355299908,0.30666338196801957,0.0021999999999999997
long teeth,within,0.7380415466614068,0.9567531174980104,0.7061235506113542,0.25062956688665616,0.0016999999999999997
long teeth,within,0.66867910255678,0.9567531174980104,0.6397608159769711,0.31699230152103935,0.0004999999999999998
long teeth,within,0.6820488520897925,0.9567531174980104,0.6525523655228483,0.30420075197516205,0.0014000000000000006
long teeth,within,0.7444814809132367,0.9567531174980104,0.7122849777832748,0.24446813971473563,0.001899999999999999
long teeth,within,0.7123213338200003,0.9567531174980104,0.6815156567926263,0.2752374607053842,0.0004999999999999998
long teeth,within,0.8154894369654357,0.9567531174980104,0.7802220611033779,0.1765310563946325,0.0001000000000000001
long teeth,within,0.8052632675971836,0.9567531174980104,0.7704381416802399,0.18631497581777043,0.0001000000000000001
long teeth,within,0.7070018390659243,0.9567531174980104,0.6764262136031497,0.2803269038948607,0.0010999999999999998
long teeth,within,0.7781455088406801,0.9567531174980104,0.7444931414503964,0.21225997604761407,0.0001000000000000001
long teeth,within,0.6326277416665107,0.9567531174980104,0.60526856405516,0.3514845534428503,0.0009999999999999996
long teeth,within,0.7220117503311485,0.9567531174980104,0.6907869929995215,0.26596612449848894,0.0027000000000000006
long teeth,within,0.7713329524267465,0.9567531174980104,0.7379752068632343,0.21877791063477614,0.0005999999999999994
long teeth,within,0.7067539975978434,0.9567531174980104,0.676189090505918,0.2805640269920924,0.004000000000000003
long teeth,within,0.790145282400772,0.9567531174980104,0.7559739622132844,0.200779155284726,0.00019999999999999985
long teeth,within,0.7573170389514416,0.9567531174980104,0.7245654379511539,0.23218767954685643,0.0010999999999999998
long teeth,within,0.7499149614013731,0.9567531174980104,0.7174834771791639,0.2392696403188465,0.0027000000000000006
long teeth,within,0.7557921523693949,0.9567531174980104,0.7231064979599499,0.23364661953806054,0.005999999999999996
long teeth,within,0.7094247974455357,0.9567531174980104,0.6787443865864108,0.2780087309115996,0.0009999999999999996
long teeth,within,0.7604960349854082,0.9567531174980104,0.7276069523171652,0.22914616518084513,0.0010999999999999998
long teeth,within,0.6819194296840578,0.9567531174980104,0.6524285402326876,0.30432457726532275,0.0020999999999999986
long teeth,within,0.7104756166227162,0.9567531174980104,0.679749761110105,0.2770033563879054,0.0025999999999999986
long teeth,within,0.7102130772545934,0.9567531174980104,0.6794985757511876,0.2772545417468229,0.0001000000000000001
long teeth,within,0.7568991368170828,0.9567531174980104,0.724165608781297,0.23258750871671335,0.007999999999999997
long teeth,within,0.7454562713392079,0.9567531174980104,0.7132176115622298,0.24353550593578052,0.0012999999999999993
long teeth,within,0.7073912888299674,0.9567531174980104,0.6767988208790068,0.2799542966190036,0.006899999999999999
long teeth,within,0.7924073319882154,0.9567531174980104,0.758138185208006,0.19861493229000438,0.003499999999999999
long teeth,within,0.7996758611407131,0.9567531174980104,0.7650923731342834,0.19166074436372707,0.002999999999999998
long teeth,within,0.6744801255408674,0.9567531174980104,0.6453109628016743,0.311442154696336,0.0014000000000000006
long teeth,within,0.7390928419772536,0.9567531174980104,0.7071293806822017,0.24962373681580868,0.0005999999999999994
long teeth,within,0.7405082318000495,0.9567531174980104,0.7084835593076367,0.2482695581903737,0.0035999999999999986
long teeth,within,0.8235288050491363,0.9567531174980104,0.7879137515801724,0.16883936591783802,0.0004
long teeth,within,0.6707806030754,0.9567531174980104,0.6417714331495844,0.31498168434842594,0.00019999999999999985
long teeth,within,0.7768972273916006,0.9567531174980104,0.7432988442824746,0.21345427321553584,0.0004999999999999998
long teeth,within,0.6744386604987085,0.9567531174980104,0.6452712909933216,0.3114818265046888,0.0004999999999999998
long teeth,within,0.7441276293247938,0.9567531174980104,0.7119464291729004,0.24480668832511002,0.0011999999999999988
long teeth,within,0.6601918777450919,0.9567531174980104,0.631640637179482,0.32511248031852835,0.00019999999999999985
long teeth,within,0.7164511296432465,0.9567531174980104,0.6854668518211473,0.2712862656768631,0.0001000000000000001
long teeth,within,0.7412280899006873,0.9567531174980104,0.7091722857895781,0.24758083170843226,0.0025999999999999986
