Category,Measure,g,d,a,b,Probability
big claws,within,0.7730030950624496,0.9586624102666974,0.741049010256185,0.21761340001051246,0.0024
big claws,within,0.6757665169425309,0.9586624102666974,0.6478319579096576,0.31083045235703977,0.0017999999999999993
big claws,within,0.6777333745267242,0.9586624102666974,0.6497175103419718,0.3089448999247256,0.0024
big claws,within,0.6415092870593071,0.9586624102666974,0.614990839340746,0.3436715709259514,0.0016
big claws,within,0.7505496726371348,0.9586624102666974,0.7195237581951963,0.23913865207150106,0.0014000000000000006
big claws,within,0.682095519034192,0.9586624102666974,0.6538993343094325,0.304763075957265,0.0005999999999999994
big claws,within,0.7519980436190963,0.9586624102666974,0.7209122570117239,0.2377501532549735,0.0014000000000000006
big claws,within,0.6211310338694602,0.9586624102666974,0.5954549740207424,0.36320743624595503,0.0010999999999999998
big claws,within,0.8007617017719895,0.9586624102666974,0.7676601430699977,0.19100226719669966,0.00030000000000000024
big claws,within,0.7260905855800956,0.9586624102666974,0.6960757508441722,0.2625866594225252,0.0010999999999999998
big claws,within,0.693816957063973,0.9586624102666974,0.665136236342854,0.2935261739238434,0.0016
big claws,within,0.7630760411266237,0.9586624102666974,0.7315323168032186,0.22713009346347876,0.004600000000000001
big claws,within,0.7694987410213798,0.9586624102666974,0.7376895177647451,0.22097289250195223,0.0011999999999999988
big claws,within,0.7670696787536144,0.9586624102666974,0.7353608670764413,0.2233015431902561,0.0033999999999999994
big claws,within,0.7817369161639363,0.9586624102666974,0.7494217962441743,0.2092406140225231,0.0004
big claws,within,0.7427850954700261,0.9586624102666974,0.7120801499334742,0.2465822603332232,0.0006999999999999997
big claws,within,0.7281207283958793,0.9586624102666974,0.698021972449137,0.26064043781756047,0.0020000000000000013
big claws,within,0.7096698072273284,0.9586624102666974,0.6803337678900532,0.27832864237664423,0.0028000000000000013
big claws,within,0.82830372848548,0.9586624102666974,0.7940636487827823,0.16459876148391508,0.0001000000000000001
big claws,within,0.7721221528481692,0.9586624102666974,0.7402044840697373,0.21845792619696017,0.0008
big claws,within,0.676059408346191,0.9586624102666974,0.6481127418886369,0.3105496683780605,0.0004
big claws,within,0.7154351808130741,0.9586624102666974,0.6858608148278521,0.2728015954388453,0.0005999999999999994
big claws,within,0.7091386879328638,0.9586624102666974,0.6798246037870826,0.2788378064796148,0.0004
big claws,within,0.666190214920789,0.9586624102666974,0.6386515171320527,0.32001089313464465,0.0001000000000000001
big claws,within,0.6838102336041629,0.9586624102666974,0.6555431667120002,0.30311924355469716,0.0011999999999999988
big claws,within,0.8034243297297508,0.9586624102666974,0.7702127044056287,0.1884497058610687,0.00019999999999999985
big claws,within,0.7067163730971515,0.9586624102666974,0.6775024216082539,0.28115998865844355,0.0004999999999999998
big claws,within,0.7347732498310506,0.9586624102666974,0.7043994946825292,0.2542629155841682,0.004100000000000001
