Category,Measure,g,d,a,b,Probability
rotten teeth,within,0.756662163650617,0.984998547937721,0.7453111324752719,0.23968741546244904,0.00019999999999999985
rotten teeth,within,0.825946744531393,0.984998547937721,0.8135563440373099,0.17144220390041104,0.0006999999999999997
rotten teeth,within,0.7656763596460223,0.984998547937721,0.7541901024415723,0.2308084454961488,0.0012999999999999993
rotten teeth,within,0.7791775434743613,0.984998547937721,0.7674887489079264,0.21750979902979464,0.002999999999999998
rotten teeth,within,0.7805399603676051,0.984998547937721,0.7688307275694574,0.21616782036826368,0.0008
rotten teeth,within,0.8318096443545073,0.984998547937721,0.8193312918497818,0.16566725608793917,0.00030000000000000024
rotten teeth,within,0.808060659095645,0.984998547937721,0.7959385758548081,0.18905997208291295,0.00030000000000000024
rotten teeth,within,0.7047159469220787,0.984998547937721,0.6941441844268036,0.29085436351091737,0.0004
rotten teeth,within,0.7352860642131418,0.984998547937721,0.7242557055687866,0.26074284236893447,0.0028999999999999994
rotten teeth,within,0.7624268610961735,0.984998547937721,0.7509893510884454,0.23400919684927557,0.0016999999999999997
rotten teeth,within,0.7886961903423071,0.984998547937721,0.7768646022511849,0.2081339456865361,0.0016999999999999997
rotten teeth,within,0.7205917823594064,0.984998547937721,0.7097818592798696,0.2752166886578515,0.0012999999999999993
rotten teeth,within,0.7569030213635415,0.984998547937721,0.7455483769727622,0.23945017096495883,0.0024
rotten teeth,within,0.7446696332190186,0.984998547937721,0.7334985074140487,0.2515000405236724,0.0011999999999999988
rotten teeth,within,0.8207116315606982,0.984998547937721,0.8083997653628856,0.17659878257483544,0.0028000000000000013
rotten teeth,within,0.7613080968149006,0.984998547937721,0.7498873698959071,0.23511117804181395,0.0004
rotten teeth,within,0.8360273353755474,0.984998547937721,0.8234857113811563,0.1615128365565647,0.0009999999999999996
rotten teeth,within,0.8507701153866947,0.984998547937721,0.8380073282847016,0.1469912196530194,0.00030000000000000024
rotten teeth,within,0.7535205017775297,0.984998547937721,0.7422166000921697,0.24278194784555132,0.009399999999999999
rotten teeth,within,0.8284494383260608,0.984998547937721,0.8160214937909904,0.1689770541467306,0.0004
rotten teeth,within,0.7738673558924347,0.984998547937721,0.7622582218504518,0.22274032608726924,0.0005999999999999994
rotten teeth,within,0.8463819716125727,0.984998547937721,0.8336850130390495,0.15131353489867153,0.001899999999999999
rotten teeth,within,0.8262961085420102,0.984998547937721,0.8139004670804696,0.17109808085725148,0.0025999999999999986
rotten teeth,within,0.7335812253877521,0.984998547937721,0.7225764418013099,0.2624221061364112,0.0020000000000000013
rotten teeth,within,0.7640666298102587,0.984998547937721,0.7526045208907731,0.23239402704694792,0.0021999999999999997
rotten teeth,within,0.7863157095853239,0.984998547937721,0.7745198321621628,0.2104787157755582,0.00030000000000000024
rotten teeth,within,0.8081285278312862,0.984998547937721,0.796005426460865,0.18899312147685596,0.003099999999999999
rotten teeth,within,0.7699431451037526,0.984998547937721,0.7583928799217984,0.22660566801592266,0.0004999999999999998
rotten teeth,within,0.8591772802174091,0.984998547937721,0.8462883734352284,0.1387101745024926,0.004000000000000003
