Property,Theta,Gamma,Delta,Predictive,Probability
dont eat people,0.9336731662042439,0.907010385999456,1.5854908269830048,0.43982853650675635,0.0001000000000000001
dont eat people,0.9336731662042439,0.907010385999456,1.5854908269830048,0.9717069445860713,0.0001000000000000001
dont eat people,0.9336731662042439,0.907010385999456,1.5854908269830048,0.8780224470255144,0.0005999999999999994
dont eat people,0.9336731662042439,0.907010385999456,1.5854908269830048,0.9945416458071724,0.0001000000000000001
dont eat people,0.9336731662042439,0.907010385999456,1.5854908269830048,0.9998245343668472,0.00030000000000000024
dont eat people,0.9336731662042439,0.907010385999456,1.5854908269830048,0.6607801140324848,0.0008999999999999997
dont eat people,0.9115946949459612,0.907010385999456,1.5854908269830048,0.6607801140324848,0.00030000000000000024
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.6607801140324848,0.0004
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9964216266253274,0.0001000000000000001
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9999999841116648,0.0009999999999999996
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9999900155078342,0.0001000000000000001
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9999999737528803,0.0009999999999999996
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.8179892623775997,0.00030000000000000024
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.8889405234726723,0.0006999999999999997
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.5980393985683898,0.00019999999999999985
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9997936030356693,0.0001000000000000001
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9473403464362582,0.0011999999999999988
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.6733015442591308,0.0004999999999999998
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9977411789345219,0.00019999999999999985
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9977021608650644,0.00019999999999999985
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9950687232919921,0.0005999999999999994
dont eat people,0.9422310970257968,0.907010385999456,1.5854908269830048,0.9757414895096397,0.0004
dont eat people,0.9422310970257968,0.9089547642506659,1.5854908269830048,0.9757414895096397,0.0004
dont eat people,0.9422310970257968,0.9089547642506659,1.5854908269830048,0.9999954628624029,0.0008
dont eat people,0.9422310970257968,0.9089547642506659,1.5854908269830048,0.7571680801742449,0.0008
dont eat people,0.9422310970257968,0.9089547642506659,1.5854908269830048,0,0.0011999999999999988
dont eat people,0.9422310970257968,0.9089547642506659,1.5854908269830048,0.9999999965315327,0.00030000000000000024
dont eat people,0.9422310970257968,0.9089547642506659,1.5854908269830048,0.9999469454166235,0.00019999999999999985
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999469454166235,0.00019999999999999985
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999999967145586,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.999999999999991,0.0004
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.7412916337728643,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999908487079701,0.00030000000000000024
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.17821483961736106,0.00030000000000000024
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.5030058193735972,0.0008
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.26523713096341234,0.00019999999999999985
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0,0.0008
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999937234797827,0.00019999999999999985
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999984048679239,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9987219595230052,0.0012999999999999993
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.903921021175313,0.00030000000000000024
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.8454083195902883,0.0004
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9996553150819651,0.0009999999999999996
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9634902959840279,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.7511440903988892,0.0005999999999999994
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.566914317666281,0.00030000000000000024
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999993705966145,0.0006999999999999997
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9970264283753596,0.0004
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999999924434033,0.00019999999999999985
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999506388265054,0.00030000000000000024
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9485408819516022,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9995521500489742,0.0005999999999999994
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.6654057168719328,0.00030000000000000024
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999999693070727,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999986068697615,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9339533387391686,0.0001000000000000001
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.17122989593066137,0.0010999999999999998
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9079563726342552,0.00019999999999999985
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.9999990044626391,0.0006999999999999997
dont eat people,0.9119104607962072,0.9089547642506659,1.5854908269830048,0.998634361713505,0.0006999999999999997
