Property,Theta,Gamma,Delta,Predictive,Probability
lay eggs,0.472336083650589,0.7833801342640072,1.0905655333772302,0,0.00030000000000000024
lay eggs,0.472336083650589,0.7833801342640072,1.0905655333772302,0.9999998676491204,0.0012999999999999993
lay eggs,0.472336083650589,0.7833801342640072,1.0905655333772302,0.956106100382093,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.956106100382093,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.848452141591824,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0,0.005899999999999999
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.4263105547417966,0.0005999999999999994
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.9671453011104137,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.9999430002552419,0.0004
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.9999788699246387,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.9999952284837053,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.999790904430512,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.9524607219297028,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.21200772659454778,0.0005999999999999994
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.9897230068967352,0.0004999999999999998
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.99999847629989,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.09045179409778618,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.8268755218640669,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.12819796480310658,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.9720647460742919,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.7154150103501927,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.4101714156268812,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.7424773761265481,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.8332368468788364,0.0004
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.4939942281909859,0.0004
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.962323764456021,0.00019999999999999985
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.18831168011860347,0.0001000000000000001
lay eggs,0.472336083650589,0.7552691497839987,1.0905655333772302,0.613040433662862,0.00030000000000000024
lay eggs,0.472336083650589,0.7608427098020911,1.0905655333772302,0,0.0009999999999999996
lay eggs,0.4300862450618297,0.7608427098020911,1.0905655333772302,0,0.0033999999999999994
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0,0.003700000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.8020356404187152,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.99075988411101,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9996981951914438,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9989067296181248,0.00030000000000000024
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9113189837098061,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.8963344705928179,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9981982163132891,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9471099457958105,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9585668744130369,0.00030000000000000024
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9868376493390398,0.00019999999999999985
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9769507697259905,0.0004
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.999987108745385,0.00030000000000000024
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.9583053431988339,0.0001000000000000001
lay eggs,0.4300862450618297,0.7821100372821093,1.0905655333772302,0.402265195549551,0.0004999999999999998
lay eggs,0.47615400212816894,0.7821100372821093,1.0905655333772302,0,0.0025000000000000005
lay eggs,0.47615400212816894,0.7821100372821093,1.0905655333772302,0.905964345940942,0.0004999999999999998
lay eggs,0.47615400212816894,0.7821100372821093,1.0905655333772302,0.9938821775167541,0.0008
lay eggs,0.47615400212816894,0.7821100372821093,1.0905655333772302,0.9609723933933213,0.0004
lay eggs,0.47615400212816894,0.7821100372821093,1.0905655333772302,0.9615369761663118,0.00019999999999999985
lay eggs,0.47615400212816894,0.7821100372821093,1.0905655333772302,0.5243177111463846,0.0005999999999999994
lay eggs,0.47615400212816894,0.7821100372821093,1.0905655333772302,0.5208154781042741,0.0001000000000000001
lay eggs,0.4913707359228283,0.7821100372821093,1.0905655333772302,0.5208154781042741,0.0001000000000000001
lay eggs,0.4913707359228283,0.7821100372821093,1.0905655333772302,0.5734699426905725,0.00019999999999999985
lay eggs,0.4410521888639778,0.7821100372821093,1.0905655333772302,0.5734699426905725,0.0004999999999999998
lay eggs,0.4410521888639778,0.7821100372821093,1.0905655333772302,0,0.00019999999999999985
lay eggs,0.4410521888639778,0.7845831345766783,1.0905655333772302,0,0.00030000000000000024
lay eggs,0.4410521888639778,0.7845831345766783,1.0905655333772302,0.3157375486610973,0.00019999999999999985
lay eggs,0.4410521888639778,0.7845831345766783,1.0905655333772302,0.9255464573545448,0.00019999999999999985
lay eggs,0.4410521888639778,0.7845831345766783,1.0905655333772302,0.9913788902204672,0.0004
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.9913788902204672,0.00030000000000000024
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.997695181222195,0.0001000000000000001
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.4666333417214852,0.0004
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.9218241115267218,0.0001000000000000001
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.9249685742753018,0.0001000000000000001
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.9409248082736937,0.00019999999999999985
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.7571610959632792,0.0004
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.20681448317788312,0.0008999999999999997
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.8858129822705776,0.0001000000000000001
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.9999772658140977,0.0006999999999999997
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.26018063559025945,0.0001000000000000001
lay eggs,0.47477654553949833,0.7845831345766783,1.0905655333772302,0.828893624832459,0.0001000000000000001
