Property,Theta,Gamma,Delta,Predictive,Probability
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.040613714169714994,0.00019999999999999985
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.2208608945123423,0.00030000000000000024
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.47745818664709955,0.0005999999999999994
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.994084960363347,0.0001000000000000001
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.1701638325007941,0.00019999999999999985
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.7054776150782058,0.0001000000000000001
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.9531503352716545,0.00019999999999999985
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0,0.006399999999999995
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.9997378734203158,0.0004
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.4461885878494263,0.0001000000000000001
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.024228538265618865,0.0004
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.4014363684237718,0.0001000000000000001
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.9668975723873944,0.00019999999999999985
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.007773670930221082,0.00019999999999999985
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.03910130414320462,0.00019999999999999985
have spots,0.45932453870773315,0.5780000924132764,0.6946493173018098,0.19129138369745766,0.00030000000000000024
have spots,0.46573061286471784,0.5780000924132764,0.6946493173018098,0,0.00019999999999999985
have spots,0.46573061286471784,0.6058885690290481,0.6946493173018098,0,0.0008999999999999997
have spots,0.46573061286471784,0.6058885690290481,0.6946493173018098,0.5789256847475093,0.0001000000000000001
have spots,0.46573061286471784,0.6058885690290481,0.6946493173018098,0.9903952906289745,0.0008
have spots,0.46573061286471784,0.6058885690290481,0.6946493173018098,0.9748102195999373,0.0001000000000000001
have spots,0.46573061286471784,0.5846630928572267,0.6946493173018098,0,0.0025999999999999986
have spots,0.46573061286471784,0.5846630928572267,0.6946493173018098,0.18337065937437497,0.0001000000000000001
have spots,0.44282929482869804,0.5846630928572267,0.6946493173018098,0,0.0004999999999999998
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0,0.009000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.9977069402706041,0.0001000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.015668238773744056,0.00019999999999999985
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.47526480114744973,0.0004
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.8461870723986048,0.0001000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.8570889270755115,0.00019999999999999985
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.020136800008772743,0.0009999999999999996
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.5442438256811107,0.00019999999999999985
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.4662923824195003,0.0001000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.5097120507888996,0.00030000000000000024
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.9990245041951578,0.00019999999999999985
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.24855499969239955,0.0001000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.9941346674017574,0.00019999999999999985
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.7652529258949268,0.0001000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.014248978011688212,0.00030000000000000024
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.9998172223909457,0.0001000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.06987300446807443,0.00019999999999999985
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.5095618476413353,0.0001000000000000001
have spots,0.49085852364078164,0.5846630928572267,0.6946493173018098,0.3572847396291522,0.0004
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0,0.0024
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.9378304045086793,0.0008
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.14513960294136216,0.0011999999999999988
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.37469754394793403,0.00030000000000000024
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.9076279440762676,0.0006999999999999997
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.9650286471195921,0.0001000000000000001
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.012926750115576832,0.00030000000000000024
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.0025277786528313017,0.00019999999999999985
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.5567047979147213,0.0001000000000000001
have spots,0.49085852364078164,0.5668967098463327,0.6946493173018098,0.31815868706703077,0.0004999999999999998
have spots,0.46809417591430247,0.5668967098463327,0.6946493173018098,0,0.0009999999999999996
have spots,0.45888475398533046,0.5668967098463327,0.6946493173018098,0,0.0008
have spots,0.45888475398533046,0.5668967098463327,0.6946493173018098,0.22855509347575095,0.0005999999999999994
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0,0.0032
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0.9917964339766728,0.0001000000000000001
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0.008603400727512051,0.0001000000000000001
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0.0000012605494350437674,0.00030000000000000024
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0.9314322528863402,0.0004999999999999998
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0.45945401916619816,0.00019999999999999985
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0.02544400770968375,0.00019999999999999985
have spots,0.4743835376575589,0.5668967098463327,0.6946493173018098,0.45226984824025274,0.0004999999999999998
have spots,0.4621956259943545,0.5668967098463327,0.6946493173018098,0,0.0001000000000000001
have spots,0.4621956259943545,0.5668967098463327,0.6946493173018098,0.003776942684055021,0.0004
have spots,0.4621956259943545,0.5668967098463327,0.6946493173018098,0.627112240248007,0.00030000000000000024
have spots,0.4621956259943545,0.5668967098463327,0.6946493173018098,0.28641344558911697,0.00030000000000000024
have spots,0.4621956259943545,0.6073878593742847,0.6946493173018098,0.28641344558911697,0.0004
have spots,0.48714547022245824,0.6073878593742847,0.6946493173018098,0.28641344558911697,0.00030000000000000024
have spots,0.48714547022245824,0.6073878593742847,0.6946493173018098,0.9191803291645072,0.0005999999999999994
have spots,0.48714547022245824,0.6073878593742847,0.6946493173018098,0.9972107240264089,0.0005999999999999994
have spots,0.48714547022245824,0.6073878593742847,0.6946493173018098,0,0.003700000000000001
have spots,0.48714547022245824,0.6073878593742847,0.6946493173018098,0.996121272064572,0.0004
