Property,Theta,Gamma,Delta,Predictive,Probability
are white,0.5832198916468769,0.39594593783840537,0.9076265036128461,0,0.0024
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0,0.006399999999999995
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.9356435296583882,0.00030000000000000024
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.8717398037962932,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.9987765265624262,0.0001000000000000001
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.6964294217396322,0.0004
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.932953800550912,0.00030000000000000024
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.01698534555188445,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.0012575668467036689,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.926354656832982,0.0001000000000000001
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.9879682219232409,0.0004
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.8710330661303839,0.0001000000000000001
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.9581567557912133,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.5817090067160738,0.0006999999999999997
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.16234021183932587,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.16508132143404838,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.2255363269668337,0.00030000000000000024
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.8460419721272804,0.0008
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.483920027964268,0.00030000000000000024
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.00046159834837655104,0.0005999999999999994
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.9664816563916052,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.005423881734332736,0.0001000000000000001
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.3689463683331245,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.18219716486086493,0.0001000000000000001
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.1276337383839822,0.0001000000000000001
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.9371472185243813,0.0001000000000000001
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.658376517081989,0.00019999999999999985
are white,0.6064205672591925,0.39594593783840537,0.9076265036128461,0.0007953319558794167,0.0004
are white,0.590980613604188,0.39594593783840537,0.9076265036128461,0.0007953319558794167,0.0004
are white,0.590980613604188,0.39594593783840537,0.9076265036128461,0.985619155336533,0.0008999999999999997
are white,0.6047258411999792,0.39594593783840537,0.9076265036128461,0.985619155336533,0.0010999999999999998
