Property,Theta,Gamma,Delta,Predictive,Probability
eat people,0.3395197046920657,0.4807860495056957,0.5558922304771841,0.07009015839439502,0.00030000000000000024
eat people,0.3395197046920657,0.4807860495056957,0.5558922304771841,0.8848506027611259,0.0008999999999999997
eat people,0.3395197046920657,0.4807860495056957,0.5558922304771841,0.9999882071680267,0.0001000000000000001
eat people,0.3395197046920657,0.4807860495056957,0.5558922304771841,0.62474794626605,0.0004999999999999998
eat people,0.3395197046920657,0.4807860495056957,0.5558922304771841,0.9855861599312186,0.00030000000000000024
eat people,0.3395197046920657,0.5512575306929648,0.5558922304771841,0.9855861599312186,0.0001000000000000001
eat people,0.3395197046920657,0.5512575306929648,0.5558922304771841,0.950361694539753,0.0001000000000000001
eat people,0.33977033104747534,0.5512575306929648,0.5558922304771841,0.950361694539753,0.0001000000000000001
eat people,0.33977033104747534,0.5512575306929648,0.5558922304771841,0.5754689284251151,0.00030000000000000024
eat people,0.33977033104747534,0.5512575306929648,0.5558922304771841,0.7492304327554677,0.0005999999999999994
eat people,0.33977033104747534,0.5512575306929648,0.5558922304771841,0.7560377870843338,0.00019999999999999985
eat people,0.33977033104747534,0.5512575306929648,0.5558922304771841,0,0.003499999999999999
eat people,0.33977033104747534,0.5512575306929648,0.5558922304771841,0.9999971967018393,0.0004
eat people,0.33977033104747534,0.5144827840849757,0.5558922304771841,0,0.0008999999999999997
eat people,0.33977033104747534,0.5252197824884206,0.5558922304771841,0,0.0004
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0,0.006199999999999998
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.034372957212379554,0.00030000000000000024
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.6824120265380141,0.00030000000000000024
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.000004577541941008018,0.00019999999999999985
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.9999970803615884,0.0001000000000000001
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.9680679897309152,0.00030000000000000024
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.9035378331968542,0.0004
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.3169391741163829,0.0001000000000000001
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.9990753432595587,0.00019999999999999985
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.8374947709319942,0.0001000000000000001
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.312589093414815,0.0004
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.8758332986314696,0.00030000000000000024
eat people,0.39130208524875343,0.5252197824884206,0.5558922304771841,0.00022341563450191436,0.00030000000000000024
eat people,0.39130208524875343,0.4815995416138321,0.5558922304771841,0,0.0009999999999999996
eat people,0.39130208524875343,0.4815995416138321,0.5558922304771841,0.4034265905217345,0.00019999999999999985
eat people,0.39130208524875343,0.4815995416138321,0.5558922304771841,0.06118064181869856,0.00019999999999999985
eat people,0.39130208524875343,0.4815995416138321,0.5558922304771841,0.37025929520507644,0.0004
