Property,Theta,Gamma,Delta,Predictive,Probability
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.4360104570953673,0.00030000000000000024
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.5321020166332768,0.00019999999999999985
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.383634912492892,0.0004999999999999998
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.4449663695792591,0.0004999999999999998
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.5872829176395026,0.0005999999999999994
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.688525767832613,0.00019999999999999985
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.602392795024432,0.00019999999999999985
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.47383811772943724,0.0001000000000000001
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.4485070987912693,0.0001000000000000001
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.6732328174252453,0.0010999999999999998
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.6011997621242458,0.00030000000000000024
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.45586371936017167,0.00030000000000000024
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.5908313713606381,0.0008999999999999997
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.4735988987560726,0.0008
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.3715325591798905,0.0004999999999999998
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.5386899675229689,0.0001000000000000001
are female,0.9996629729866982,0.5131428393069655,23.963077238295227,0.49048849961032764,0.0011999999999999988
are female,0.9996629729866982,0.5154835684224963,23.963077238295227,0.49048849961032764,0.0001000000000000001
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.49048849961032764,0.0008
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.4843653713002132,0.0020999999999999986
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.41084960591285885,0.00019999999999999985
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.46062530497107884,0.0004
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.6532122321576687,0.0006999999999999997
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.36862035831854156,0.0004999999999999998
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.5052111079668743,0.00019999999999999985
are female,0.9996629729866982,0.5161940548568964,23.963077238295227,0.5964121361721684,0.0005999999999999994
