workerid,trial_number,trial_type,property,prevalence,animal,rt,property_index,animal_index
0,1,priors,are male,50,Swans,17.016,7,2
0,1,priors,are male,50,Mosquitos,17.016,7,3
0,1,priors,are male,50,Sharks,17.016,7,4
0,1,priors,are male,50,Lions,17.016,7,5
0,1,priors,are male,50,Dogs,17.016,7,6
0,1,priors,are male,50,Chickens,17.016,7,7
0,1,priors,are male,50,Cows,17.016,7,8
0,1,priors,are male,50,Elephants,17.016,7,9
0,1,priors,are male,50,Baboons,17.016,7,10
0,1,priors,have pouches,0,Leopards,21.245,8,0
0,1,priors,have pouches,0,Robins,21.245,8,1
0,1,priors,have pouches,100,Kangaroos,21.245,8,2
0,1,priors,have pouches,0,Peacocks,21.245,8,3
0,1,priors,have pouches,0,Cardinals,21.245,8,4
0,1,priors,have pouches,0,Ticks,21.245,8,5
0,1,priors,have pouches,0,Cat,21.245,8,6
0,1,priors,have pouches,0,Goldfish,21.245,8,7
0,1,priors,have pouches,0,Dolphin,21.245,8,8
0,1,priors,have pouches,0,Hermit Crab,21.245,8,9
0,1,priors,have pouches,0,Racoon,21.245,8,10
0,1,priors,are red,0,Leopards,33.348,9,0
0,1,priors,are red,0,Robins,33.348,9,1
0,1,priors,are red,0,Kangaroos,33.348,9,2
0,1,priors,are red,0,Peacocks,33.348,9,3
0,1,priors,are red,50,Cardinals,33.348,9,4
0,1,priors,are red,0,Ticks,33.348,9,5
0,1,priors,are red,0,Cat,33.348,9,6
0,1,priors,are red,20,Goldfish,33.348,9,7
0,1,priors,are red,0,Dolphin,33.348,9,8
0,1,priors,are red,20,Hermit Crab,33.348,9,9
0,1,priors,are red,0,Racoon,33.348,9,10
0,1,priors,carry Lyme disease,0,Leopards,28.146,10,0
0,1,priors,carry Lyme disease,0,Robins,28.146,10,1
0,1,priors,carry Lyme disease,0,Kangaroos,28.146,10,2
0,1,priors,carry Lyme disease,0,Peacocks,28.146,10,3
0,1,priors,carry Lyme disease,0,Cardinals,28.146,10,4
0,1,priors,carry Lyme disease,40,Ticks,28.146,10,5
0,1,priors,carry Lyme disease,10,Cat,28.146,10,6
0,1,priors,carry Lyme disease,0,Goldfish,28.146,10,7
0,1,priors,carry Lyme disease,0,Dolphin,28.146,10,8
0,1,priors,carry Lyme disease,0,Hermit Crab,28.146,10,9
0,1,priors,carry Lyme disease,10,Racoon,28.146,10,10
0,1,priors,lay eggs,0,Leopards,23.897,11,0
0,1,priors,lay eggs,50,Robins,23.897,11,1
0,1,priors,lay eggs,0,Kangaroos,23.897,11,2
0,1,priors,lay eggs,50,Peacocks,23.897,11,3
0,1,priors,lay eggs,50,Cardinals,23.897,11,4
0,1,priors,lay eggs,0,Ticks,23.897,11,5
0,1,priors,lay eggs,0,Cat,23.897,11,6
0,1,priors,lay eggs,0,Goldfish,23.897,11,7
0,1,priors,lay eggs,0,Dolphin,23.897,11,8
0,1,priors,lay eggs,50,Hermit Crab,23.897,11,9
0,1,priors,lay eggs,0,Racoon,23.897,11,10
0,1,priors,are female,50,Leopards,16.486,12,0
0,1,priors,are female,50,Robins,16.486,12,1
0,1,priors,are female,50,Kangaroos,16.486,12,2
0,1,priors,are female,50,Peacocks,16.486,12,3
0,1,priors,are female,50,Cardinals,16.486,12,4
0,1,priors,are female,50,Ticks,16.486,12,5
0,1,priors,are female,50,Cat,16.486,12,6
0,1,priors,are female,50,Goldfish,16.486,12,7
0,1,priors,are female,50,Dolphin,16.486,12,8
0,1,priors,are female,50,Hermit Crab,16.486,12,9
0,1,priors,are female,50,Racoon,16.486,12,10
0,1,priors,are juveline,20,Leopards,46.574,13,0
0,1,priors,are juveline,50,Robins,46.574,13,1
0,1,priors,are juveline,50,Kangaroos,46.574,13,2
0,1,priors,are juveline,30,Peacocks,46.574,13,3
0,1,priors,are juveline,50,Cardinals,46.574,13,4
0,1,priors,are juveline,50,Ticks,46.574,13,5
0,1,priors,are juveline,40,Cat,46.574,13,6
0,1,priors,are juveline,20,Goldfish,46.574,13,7
0,1,priors,are juveline,20,Dolphin,46.574,13,8
0,1,priors,are juveline,20,Hermit Crab,46.574,13,9
0,1,priors,are juveline,30,Racoon,46.574,13,10
0,1,priors,have beautiful feathers,0,Leopards,15.733,14,0
0,1,priors,have beautiful feathers,100,Robins,15.733,14,1
0,1,priors,have beautiful feathers,0,Kangaroos,15.733,14,2
0,1,priors,have beautiful feathers,100,Peacocks,15.733,14,3
0,1,priors,have beautiful feathers,100,Cardinals,15.733,14,4
0,1,priors,have beautiful feathers,0,Ticks,15.733,14,5
0,1,priors,have beautiful feathers,0,Cat,15.733,14,6
0,1,priors,have beautiful feathers,0,Goldfish,15.733,14,7
0,1,priors,have beautiful feathers,0,Dolphin,15.733,14,8
0,1,priors,have beautiful feathers,0,Hermit Crab,15.733,14,9
0,1,priors,have beautiful feathers,0,Racoon,15.733,14,10
0,1,priors,have spots,100,Leopards,38.229,15,0
0,1,priors,have spots,0,Robins,38.229,15,1
0,1,priors,have spots,0,Kangaroos,38.229,15,2
0,1,priors,have spots,0,Peacocks,38.229,15,3
0,1,priors,have spots,0,Cardinals,38.229,15,4
0,1,priors,have spots,0,Ticks,38.229,15,5
0,1,priors,have spots,30,Cat,38.229,15,6
0,1,priors,have spots,20,Goldfish,38.229,15,7
0,1,priors,have spots,0,Dolphin,38.229,15,8
0,1,priors,have spots,10,Hermit Crab,38.229,15,9
0,1,priors,have spots,0,Racoon,38.229,15,10
1,0,priors,have manes,0,Cardinals,19.388,0,0
1,0,priors,have manes,0,Leopards,19.388,0,1
1,0,priors,have manes,0,Mosquitos,19.388,0,2
1,0,priors,have manes,0,Tigers,19.388,0,3
1,0,priors,have manes,50,Lions,19.388,0,4
1,0,priors,have manes,0,Ticks,19.388,0,5
1,0,priors,have manes,0,Meerkats,19.388,0,6
1,0,priors,have manes,0,Turtles,19.388,0,7
1,0,priors,have manes,0,Lemurs,19.388,0,8
1,0,priors,have manes,0,Camels,19.388,0,9
1,0,priors,have manes,0,Gorillas,19.388,0,10
1,0,priors,are full-grown,65,Cardinals,25.352,1,0
1,0,priors,are full-grown,65,Leopards,25.352,1,1
1,0,priors,are full-grown,65,Mosquitos,25.352,1,2
1,0,priors,are full-grown,65,Tigers,25.352,1,3
1,0,priors,are full-grown,65,Lions,25.352,1,4
1,0,priors,are full-grown,65,Ticks,25.352,1,5
1,0,priors,are full-grown,65,Meerkats,25.352,1,6
1,0,priors,are full-grown,65,Turtles,25.352,1,7
1,0,priors,are full-grown,65,Lemurs,25.352,1,8
1,0,priors,are full-grown,65,Camels,25.352,1,9
1,0,priors,are full-grown,65,Gorillas,25.352,1,10
1,0,priors,eat people,0,Cardinals,15.028,2,0
1,0,priors,eat people,50,Leopards,15.028,2,1
1,0,priors,eat people,0,Mosquitos,15.028,2,2
1,0,priors,eat people,50,Tigers,15.028,2,3
1,0,priors,eat people,50,Lions,15.028,2,4
1,0,priors,eat people,0,Ticks,15.028,2,5
1,0,priors,eat people,0,Meerkats,15.028,2,6
1,0,priors,eat people,0,Turtles,15.028,2,7
1,0,priors,eat people,0,Lemurs,15.028,2,8
1,0,priors,eat people,0,Camels,15.028,2,9
1,0,priors,eat people,10,Gorillas,15.028,2,10
1,0.333333333333,priors,are female,50,Cardinals,12.238,3,0
1,0.333333333333,priors,are female,50,Leopards,12.238,3,1
1,0.333333333333,priors,are female,50,Mosquitos,12.238,3,2
1,0.333333333333,priors,are female,50,Tigers,12.238,3,3
1,0.333333333333,priors,are female,50,Lions,12.238,3,4
1,0.333333333333,priors,are female,50,Ticks,12.238,3,5
1,0.333333333333,priors,are female,50,Meerkats,12.238,3,6
1,0.333333333333,priors,are female,50,Turtles,12.238,3,7
1,0.333333333333,priors,are female,50,Lemurs,12.238,3,8
1,0.333333333333,priors,are female,50,Camels,12.238,3,9
1,0.333333333333,priors,are female,50,Gorillas,12.238,3,10
1,0.166666666667,priors,carry malaria,0,Cardinals,14.333,4,0
1,0.166666666667,priors,carry malaria,0,Leopards,14.333,4,1
1,0.166666666667,priors,carry malaria,90,Mosquitos,14.333,4,2
1,0.166666666667,priors,carry malaria,0,Tigers,14.333,4,3
1,0.166666666667,priors,carry malaria,0,Lions,14.333,4,4
1,0.166666666667,priors,carry malaria,0,Ticks,14.333,4,5
1,0.166666666667,priors,carry malaria,0,Meerkats,14.333,4,6
1,0.166666666667,priors,carry malaria,0,Turtles,14.333,4,7
1,0.166666666667,priors,carry malaria,0,Lemurs,14.333,4,8
1,0.166666666667,priors,carry malaria,0,Camels,14.333,4,9
1,0.166666666667,priors,carry malaria,0,Gorillas,14.333,4,10
1,0,priors,have spots,10,Cardinals,29.15,5,0
1,0,priors,have spots,90,Leopards,29.15,5,1
1,0,priors,have spots,0,Mosquitos,29.15,5,2
1,0,priors,have spots,1,Tigers,29.15,5,3
1,0,priors,have spots,1,Lions,29.15,5,4
1,0,priors,have spots,5,Ticks,29.15,5,5
1,0,priors,have spots,2,Meerkats,29.15,5,6
1,0,priors,have spots,2,Turtles,29.15,5,7
1,0,priors,have spots,2,Lemurs,29.15,5,8
1,0,priors,have spots,2,Camels,29.15,5,9
1,0,priors,have spots,2,Gorillas,29.15,5,10
1,1,priors,are red,50,Cardinals,15.565,6,0
1,1,priors,are red,0,Leopards,15.565,6,1
1,1,priors,are red,20,Mosquitos,15.565,6,2
1,1,priors,are red,0,Tigers,15.565,6,3
1,1,priors,are red,0,Lions,15.565,6,4
1,1,priors,are red,20,Ticks,15.565,6,5
1,1,priors,are red,0,Meerkats,15.565,6,6
1,1,priors,are red,20,Turtles,15.565,6,7
1,1,priors,are red,0,Lemurs,15.565,6,8
1,1,priors,are red,0,Camels,15.565,6,9
1,1,priors,are red,0,Gorillas,15.565,6,10
1,1,priors,carry Lyme disease,0,Cardinals,11.047,7,0
1,1,priors,carry Lyme disease,0,Leopards,11.047,7,1
1,1,priors,carry Lyme disease,0,Mosquitos,11.047,7,2
1,1,priors,carry Lyme disease,0,Tigers,11.047,7,3
1,1,priors,carry Lyme disease,0,Lions,11.047,7,4
1,1,priors,carry Lyme disease,90,Ticks,11.047,7,5
1,1,priors,carry Lyme disease,0,Meerkats,11.047,7,6
1,1,priors,carry Lyme disease,0,Turtles,11.047,7,7
1,1,priors,carry Lyme disease,0,Lemurs,11.047,7,8
1,1,priors,carry Lyme disease,0,Camels,11.047,7,9
1,1,priors,carry Lyme disease,0,Gorillas,11.047,7,10
1,1,priors,lay eggs,50,Peacocks,11.828,8,0
1,1,priors,lay eggs,0,Kangaroos,11.828,8,1
1,1,priors,lay eggs,50,Robins,11.828,8,2
1,1,priors,lay eggs,0,Sharks,11.828,8,3
1,1,priors,lay eggs,50,Swans,11.828,8,4
1,1,priors,lay eggs,50,Ducks,11.828,8,5
1,1,priors,lay eggs,50,Turkeys,11.828,8,6
1,1,priors,lay eggs,0,Lemurs,11.828,8,7
1,1,priors,lay eggs,0,Camels,11.828,8,8
1,1,priors,lay eggs,0,Goats,11.828,8,9
1,1,priors,lay eggs,0,Giraffes,11.828,8,10
1,1,priors,are white,10,Peacocks,23.892,9,0
1,1,priors,are white,10,Kangaroos,23.892,9,1
1,1,priors,are white,10,Robins,23.892,9,2
1,1,priors,are white,10,Sharks,23.892,9,3
1,1,priors,are white,90,Swans,23.892,9,4
1,1,priors,are white,30,Ducks,23.892,9,5
1,1,priors,are white,60,Turkeys,23.892,9,6
1,1,priors,are white,20,Lemurs,23.892,9,7
1,1,priors,are white,10,Camels,23.892,9,8
1,1,priors,are white,40,Goats,23.892,9,9
1,1,priors,are white,10,Giraffes,23.892,9,10
1,1,priors,have beautiful feathers,50,Peacocks,50.099,10,0
1,1,priors,have beautiful feathers,0,Kangaroos,50.099,10,1
1,1,priors,have beautiful feathers,50,Robins,50.099,10,2
1,1,priors,have beautiful feathers,0,Sharks,50.099,10,3
1,1,priors,have beautiful feathers,50,Swans,50.099,10,4
1,1,priors,have beautiful feathers,50,Ducks,50.099,10,5
1,1,priors,have beautiful feathers,50,Turkeys,50.099,10,6
1,1,priors,have beautiful feathers,0,Lemurs,50.099,10,7
1,1,priors,have beautiful feathers,0,Camels,50.099,10,8
1,1,priors,have beautiful feathers,0,Goats,50.099,10,9
1,1,priors,have beautiful feathers,0,Giraffes,50.099,10,10
1,1,priors,have pouches,0,Peacocks,11.926,11,0
1,1,priors,have pouches,50,Kangaroos,11.926,11,1
1,1,priors,have pouches,0,Robins,11.926,11,2
1,1,priors,have pouches,0,Sharks,11.926,11,3
1,1,priors,have pouches,0,Swans,11.926,11,4
1,1,priors,have pouches,0,Ducks,11.926,11,5
1,1,priors,have pouches,0,Turkeys,11.926,11,6
1,1,priors,have pouches,0,Lemurs,11.926,11,7
1,1,priors,have pouches,0,Camels,11.926,11,8
1,1,priors,have pouches,0,Goats,11.926,11,9
1,1,priors,have pouches,0,Giraffes,11.926,11,10
1,1,priors,are male,50,Peacocks,12.062,12,0
1,1,priors,are male,50,Kangaroos,12.062,12,1
1,1,priors,are male,50,Robins,12.062,12,2
1,1,priors,are male,50,Sharks,12.062,12,3
1,1,priors,are male,50,Swans,12.062,12,4
1,1,priors,are male,50,Ducks,12.062,12,5
1,1,priors,are male,50,Turkeys,12.062,12,6
1,1,priors,are male,50,Lemurs,12.062,12,7
1,1,priors,are male,50,Camels,12.062,12,8
1,1,priors,are male,50,Goats,12.062,12,9
1,1,priors,are male,50,Giraffes,12.062,12,10
1,1,priors,are juveline,40,Peacocks,15.631,13,0
1,1,priors,are juveline,40,Kangaroos,15.631,13,1
1,1,priors,are juveline,40,Robins,15.631,13,2
1,1,priors,are juveline,40,Sharks,15.631,13,3
1,1,priors,are juveline,40,Swans,15.631,13,4
1,1,priors,are juveline,40,Ducks,15.631,13,5
1,1,priors,are juveline,40,Turkeys,15.631,13,6
1,1,priors,are juveline,40,Lemurs,15.631,13,7
1,1,priors,are juveline,40,Camels,15.631,13,8
1,1,priors,are juveline,40,Goats,15.631,13,9
1,1,priors,are juveline,40,Giraffes,15.631,13,10
1,1,priors,attacks swimmers,0,Peacocks,15.184,14,0
1,1,priors,attacks swimmers,0,Kangaroos,15.184,14,1
1,1,priors,attacks swimmers,0,Robins,15.184,14,2
1,1,priors,attacks swimmers,50,Sharks,15.184,14,3
1,1,priors,attacks swimmers,30,Swans,15.184,14,4
1,1,priors,attacks swimmers,30,Ducks,15.184,14,5
1,1,priors,attacks swimmers,0,Turkeys,15.184,14,6
1,1,priors,attacks swimmers,0,Lemurs,15.184,14,7
1,1,priors,attacks swimmers,0,Camels,15.184,14,8
1,1,priors,attacks swimmers,0,Goats,15.184,14,9
1,1,priors,attacks swimmers,0,Giraffes,15.184,14,10
1,1,priors,have wings,100,Peacocks,13.838,15,0
1,1,priors,have wings,0,Kangaroos,13.838,15,1
1,1,priors,have wings,100,Robins,13.838,15,2
1,1,priors,have wings,0,Sharks,13.838,15,3
1,1,priors,have wings,100,Swans,13.838,15,4
1,1,priors,have wings,100,Ducks,13.838,15,5
1,1,priors,have wings,100,Turkeys,13.838,15,6
1,1,priors,have wings,0,Lemurs,13.838,15,7
1,1,priors,have wings,0,Camels,13.838,15,8
1,1,priors,have wings,0,Goats,13.838,15,9
1,1,priors,have wings,0,Giraffes,13.838,15,10
2,0,priors,lay eggs,0,Lions,50.975,0,0
2,0,priors,lay eggs,50,Robins,50.975,0,1
2,0,priors,lay eggs,70,Mosquitos,50.975,0,2
2,0,priors,lay eggs,60,Cardinals,50.975,0,3
2,0,priors,lay eggs,70,Ducks,50.975,0,4
2,0,priors,lay eggs,60,Peacocks,50.975,0,5
2,0,priors,lay eggs,0,Horses,50.975,0,6
2,0,priors,lay eggs,0,Giraffs,50.975,0,7
2,0,priors,lay eggs,0,Tigers,50.975,0,8
2,0,priors,lay eggs,60,Eagles,50.975,0,9
2,0,priors,lay eggs,70,Spiders,50.975,0,10
2,0,priors,carry malaria,0,Lions,36.48,1,0
2,0,priors,carry malaria,10,Robins,36.48,1,1
2,0,priors,carry malaria,3,Mosquitos,36.48,1,2
2,0,priors,carry malaria,5,Cardinals,36.48,1,3
2,0,priors,carry malaria,0,Ducks,36.48,1,4
2,0,priors,carry malaria,0,Peacocks,36.48,1,5
2,0,priors,carry malaria,0,Horses,36.48,1,6
2,0,priors,carry malaria,0,Giraffs,36.48,1,7
2,0,priors,carry malaria,0,Tigers,36.48,1,8
2,0,priors,carry malaria,0,Eagles,36.48,1,9
2,0,priors,carry malaria,0,Spiders,36.48,1,10
2,0,priors,are juveline,30,Lions,28.005,2,0
2,0,priors,are juveline,30,Robins,28.005,2,1
2,0,priors,are juveline,30,Mosquitos,28.005,2,2
2,0,priors,are juveline,30,Cardinals,28.005,2,3
2,0,priors,are juveline,30,Ducks,28.005,2,4
2,0,priors,are juveline,30,Peacocks,28.005,2,5
2,0,priors,are juveline,30,Horses,28.005,2,6
2,0,priors,are juveline,30,Giraffs,28.005,2,7
2,0,priors,are juveline,30,Tigers,28.005,2,8
2,0,priors,are juveline,30,Eagles,28.005,2,9
2,0,priors,are juveline,30,Spiders,28.005,2,10
2,0.333333333333,priors,are male,40,Lions,20.707,3,0
2,0.333333333333,priors,are male,40,Robins,20.707,3,1
2,0.333333333333,priors,are male,40,Mosquitos,20.707,3,2
2,0.333333333333,priors,are male,40,Cardinals,20.707,3,3
2,0.333333333333,priors,are male,40,Ducks,20.707,3,4
2,0.333333333333,priors,are male,40,Peacocks,20.707,3,5
2,0.333333333333,priors,are male,40,Horses,20.707,3,6
2,0.333333333333,priors,are male,40,Giraffs,20.707,3,7
2,0.333333333333,priors,are male,40,Tigers,20.707,3,8
2,0.333333333333,priors,are male,40,Eagles,20.707,3,9
2,0.333333333333,priors,are male,40,Spiders,20.707,3,10
2,0.166666666667,priors,have manes,40,Lions,45.311,4,0
2,0.166666666667,priors,have manes,0,Robins,45.311,4,1
2,0.166666666667,priors,have manes,0,Mosquitos,45.311,4,2
2,0.166666666667,priors,have manes,0,Cardinals,45.311,4,3
2,0.166666666667,priors,have manes,0,Ducks,45.311,4,4
2,0.166666666667,priors,have manes,0,Peacocks,45.311,4,5
2,0.166666666667,priors,have manes,0,Horses,45.311,4,6
2,0.166666666667,priors,have manes,0,Giraffs,45.311,4,7
2,0.166666666667,priors,have manes,0,Tigers,45.311,4,8
2,0.166666666667,priors,have manes,0,Eagles,45.311,4,9
2,0.166666666667,priors,have manes,0,Spiders,45.311,4,10
2,0,priors,are red,0,Lions,26.582,5,0
2,0,priors,are red,100,Robins,26.582,5,1
2,0,priors,are red,0,Mosquitos,26.582,5,2
2,0,priors,are red,100,Cardinals,26.582,5,3
2,0,priors,are red,0,Ducks,26.582,5,4
2,0,priors,are red,0,Peacocks,26.582,5,5
2,0,priors,are red,0,Horses,26.582,5,6
2,0,priors,are red,0,Giraffs,26.582,5,7
2,0,priors,are red,0,Tigers,26.582,5,8
2,0,priors,are red,0,Eagles,26.582,5,9
2,0,priors,are red,10,Spiders,26.582,5,10
2,1,priors,have beautiful feathers,0,Lions,27.975,6,0
2,1,priors,have beautiful feathers,100,Robins,27.975,6,1
2,1,priors,have beautiful feathers,0,Mosquitos,27.975,6,2
2,1,priors,have beautiful feathers,100,Cardinals,27.975,6,3
2,1,priors,have beautiful feathers,100,Ducks,27.975,6,4
2,1,priors,have beautiful feathers,100,Peacocks,27.975,6,5
2,1,priors,have beautiful feathers,0,Horses,27.975,6,6
2,1,priors,have beautiful feathers,0,Giraffs,27.975,6,7
2,1,priors,have beautiful feathers,0,Tigers,27.975,6,8
2,1,priors,have beautiful feathers,100,Eagles,27.975,6,9
2,1,priors,have beautiful feathers,0,Spiders,27.975,6,10
2,1,priors,have wings,0,Lions,84.502,7,0
2,1,priors,have wings,100,Robins,84.502,7,1
2,1,priors,have wings,0,Mosquitos,84.502,7,2
2,1,priors,have wings,100,Cardinals,84.502,7,3
2,1,priors,have wings,100,Ducks,84.502,7,4
2,1,priors,have wings,100,Peacocks,84.502,7,5
2,1,priors,have wings,0,Horses,84.502,7,6
2,1,priors,have wings,0,Giraffs,84.502,7,7
2,1,priors,have wings,0,Tigers,84.502,7,8
2,1,priors,have wings,100,Eagles,84.502,7,9
2,1,priors,have wings,0,Spiders,84.502,7,10
2,1,priors,are white,10,Tigers,46.405,8,0
2,1,priors,are white,50,Sharks,46.405,8,1
2,1,priors,are white,0,Leopards,46.405,8,2
2,1,priors,are white,0,Ticks,46.405,8,3
2,1,priors,are white,0,Swans,46.405,8,4
2,1,priors,are white,0,Kangaroos,46.405,8,5
2,1,priors,are white,0,Monkeys,46.405,8,6
2,1,priors,are white,0,Owls,46.405,8,7
2,1,priors,are white,0,Jaguars,46.405,8,8
2,1,priors,are white,0,Bees,46.405,8,9
2,1,priors,are white,0,Sloths,46.405,8,10
2,1,priors,attacks swimmers,5,Tigers,28.612,9,0
2,1,priors,attacks swimmers,20,Sharks,28.612,9,1
2,1,priors,attacks swimmers,5,Leopards,28.612,9,2
2,1,priors,attacks swimmers,70,Ticks,28.612,9,3
2,1,priors,attacks swimmers,0,Swans,28.612,9,4
2,1,priors,attacks swimmers,0,Kangaroos,28.612,9,5
2,1,priors,attacks swimmers,0,Monkeys,28.612,9,6
2,1,priors,attacks swimmers,0,Owls,28.612,9,7
2,1,priors,attacks swimmers,0,Jaguars,28.612,9,8
2,1,priors,attacks swimmers,0,Bees,28.612,9,9
2,1,priors,attacks swimmers,0,Sloths,28.612,9,10
2,1,priors,are female,50,Tigers,27.505,10,0
2,1,priors,are female,50,Sharks,27.505,10,1
2,1,priors,are female,50,Leopards,27.505,10,2
2,1,priors,are female,50,Ticks,27.505,10,3
2,1,priors,are female,50,Swans,27.505,10,4
2,1,priors,are female,50,Kangaroos,27.505,10,5
2,1,priors,are female,50,Monkeys,27.505,10,6
2,1,priors,are female,50,Owls,27.505,10,7
2,1,priors,are female,50,Jaguars,27.505,10,8
2,1,priors,are female,50,Bees,27.505,10,9
2,1,priors,are female,50,Sloths,27.505,10,10
2,1,priors,have spots,70,Tigers,29.675,11,0
2,1,priors,have spots,0,Sharks,29.675,11,1
2,1,priors,have spots,100,Leopards,29.675,11,2
2,1,priors,have spots,0,Ticks,29.675,11,3
2,1,priors,have spots,20,Swans,29.675,11,4
2,1,priors,have spots,0,Kangaroos,29.675,11,5
2,1,priors,have spots,0,Monkeys,29.675,11,6
2,1,priors,have spots,0,Owls,29.675,11,7
2,1,priors,have spots,100,Jaguars,29.675,11,8
2,1,priors,have spots,100,Bees,29.675,11,9
2,1,priors,have spots,0,Sloths,29.675,11,10
2,1,priors,have pouches,50,Tigers,28.841,12,0
2,1,priors,have pouches,0,Sharks,28.841,12,1
2,1,priors,have pouches,50,Leopards,28.841,12,2
2,1,priors,have pouches,0,Ticks,28.841,12,3
2,1,priors,have pouches,0,Swans,28.841,12,4
2,1,priors,have pouches,80,Kangaroos,28.841,12,5
2,1,priors,have pouches,0,Monkeys,28.841,12,6
2,1,priors,have pouches,0,Owls,28.841,12,7
2,1,priors,have pouches,0,Jaguars,28.841,12,8
2,1,priors,have pouches,0,Bees,28.841,12,9
2,1,priors,have pouches,0,Sloths,28.841,12,10
2,1,priors,carry Lyme disease,0,Tigers,26.027,13,0
2,1,priors,carry Lyme disease,0,Sharks,26.027,13,1
2,1,priors,carry Lyme disease,0,Leopards,26.027,13,2
