workerid,rt,trial_type,prevalence,animal,property,property_index,animal_index
15,22.317,priors,0,Mosquitos,has manes,3,0
15,22.317,priors,0,Birds,has manes,3,1
15,22.317,priors,0,Ducks,has manes,3,2
15,22.317,priors,0,Sharks,has manes,3,3
15,22.317,priors,50,Lions,has manes,3,4
15,22.317,priors,10,Tigers,has manes,3,5
15,22.317,priors,0,Dogs,has manes,3,6
15,22.317,priors,0,Cats,has manes,3,7
15,22.317,priors,0,Ants,has manes,3,8
15,22.317,priors,0,Frogs,has manes,3,9
15,14.089,priors,0,Mosquitos,attack swimmers,4,0
15,14.089,priors,0,Birds,attack swimmers,4,1
15,14.089,priors,0,Ducks,attack swimmers,4,2
15,14.089,priors,50,Sharks,attack swimmers,4,3
15,14.089,priors,0,Lions,attack swimmers,4,4
15,14.089,priors,0,Tigers,attack swimmers,4,5
15,14.089,priors,0,Dogs,attack swimmers,4,6
15,14.089,priors,0,Cats,attack swimmers,4,7
15,14.089,priors,0,Ants,attack swimmers,4,8
15,14.089,priors,0,Frogs,attack swimmers,4,9
15,8.885,priors,50,Mosquitos,is female,5,0
15,8.885,priors,50,Birds,is female,5,1
15,8.885,priors,50,Ducks,is female,5,2
15,8.885,priors,50,Sharks,is female,5,3
15,8.885,priors,50,Lions,is female,5,4
15,8.885,priors,50,Tigers,is female,5,5
15,8.885,priors,50,Dogs,is female,5,6
15,8.885,priors,50,Cats,is female,5,7
15,8.885,priors,50,Ants,is female,5,8
15,8.885,priors,50,Frogs,is female,5,9
15,29.419,priors,100,Mosquitos,has wings,6,0
15,29.419,priors,100,Birds,has wings,6,1
15,29.419,priors,100,Ducks,has wings,6,2
15,29.419,priors,0,Sharks,has wings,6,3
15,29.419,priors,0,Lions,has wings,6,4
15,29.419,priors,0,Tigers,has wings,6,5
15,29.419,priors,0,Dogs,has wings,6,6
15,29.419,priors,0,Cats,has wings,6,7
15,29.419,priors,10,Ants,has wings,6,8
15,29.419,priors,0,Frogs,has wings,6,9
15,9.359,priors,10,Mosquitos,carries malaria,7,0
15,9.359,priors,0,Birds,carries malaria,7,1
15,9.359,priors,0,Ducks,carries malaria,7,2
15,9.359,priors,0,Sharks,carries malaria,7,3
15,9.359,priors,0,Lions,carries malaria,7,4
15,9.359,priors,0,Tigers,carries malaria,7,5
15,9.359,priors,0,Dogs,carries malaria,7,6
15,9.359,priors,0,Cats,carries malaria,7,7
15,9.359,priors,0,Ants,carries malaria,7,8
15,9.359,priors,0,Frogs,carries malaria,7,9
16,21.972,priors,99,Birds,has wings,0,0
16,21.972,priors,100,Ducks,has wings,0,1
16,21.972,priors,0,Sharks,has wings,0,2
16,21.972,priors,0,Leopards,has wings,0,3
16,21.972,priors,0,Lions,has wings,0,4
16,21.972,priors,0,zebra,has wings,0,5
16,21.972,priors,100,ostrich,has wings,0,6
16,21.972,priors,0,dog,has wings,0,7
16,21.972,priors,0,platypus,has wings,0,8
16,21.972,priors,0,kangaroo,has wings,0,9
16,9.605,priors,0,Birds,carries malaria,1,0
16,9.605,priors,0,Ducks,carries malaria,1,1
16,9.605,priors,0,Sharks,carries malaria,1,2
16,9.605,priors,0,Leopards,carries malaria,1,3
16,9.605,priors,0,Lions,carries malaria,1,4
16,9.605,priors,0,zebra,carries malaria,1,5
16,9.605,priors,0,ostrich,carries malaria,1,6
16,9.605,priors,0,dog,carries malaria,1,7
16,9.605,priors,0,platypus,carries malaria,1,8
16,9.605,priors,0,kangaroo,carries malaria,1,9
16,26.048,priors,0,Birds,attack swimmers,2,0
16,26.048,priors,0,Ducks,attack swimmers,2,1
16,26.048,priors,5,Sharks,attack swimmers,2,2
16,26.048,priors,0,Leopards,attack swimmers,2,3
16,26.048,priors,0,Lions,attack swimmers,2,4
16,26.048,priors,0,zebra,attack swimmers,2,5
16,26.048,priors,0,ostrich,attack swimmers,2,6
16,26.048,priors,0,dog,attack swimmers,2,7
16,26.048,priors,0,platypus,attack swimmers,2,8
16,26.048,priors,0,kangaroo,attack swimmers,2,9
16,50.784,priors,1,Birds,has spots,3,0
16,50.784,priors,0,Ducks,has spots,3,1
16,50.784,priors,2,Sharks,has spots,3,2
16,50.784,priors,95,Leopards,has spots,3,3
16,50.784,priors,1,Lions,has spots,3,4
16,50.784,priors,0,zebra,has spots,3,5
16,50.784,priors,0,ostrich,has spots,3,6
16,50.784,priors,5,dog,has spots,3,7
16,50.784,priors,0,platypus,has spots,3,8
16,50.784,priors,0,kangaroo,has spots,3,9
16,15.912,priors,50,Birds,is male,4,0
16,15.912,priors,50,Ducks,is male,4,1
16,15.912,priors,50,Sharks,is male,4,2
16,15.912,priors,50,Leopards,is male,4,3
16,15.912,priors,50,Lions,is male,4,4
16,15.912,priors,50,zebra,is male,4,5
16,15.912,priors,50,ostrich,is male,4,6
16,15.912,priors,50,dog,is male,4,7
16,15.912,priors,50,platypus,is male,4,8
16,15.912,priors,50,kangaroo,is male,4,9
16,12.389,priors,0,Birds,has manes,5,0
16,12.389,priors,0,Ducks,has manes,5,1
16,12.389,priors,0,Sharks,has manes,5,2
16,12.389,priors,0,Leopards,has manes,5,3
16,12.389,priors,50,Lions,has manes,5,4
16,12.389,priors,0,zebra,has manes,5,5
16,12.389,priors,0,ostrich,has manes,5,6
16,12.389,priors,0,dog,has manes,5,7
16,12.389,priors,0,platypus,has manes,5,8
16,12.389,priors,0,kangaroo,has manes,5,9
16,16.975,priors,95,Birds,lays eggs,6,0
16,16.975,priors,100,Ducks,lays eggs,6,1
16,16.975,priors,0,Sharks,lays eggs,6,2
16,16.975,priors,0,Leopards,lays eggs,6,3
16,16.975,priors,0,Lions,lays eggs,6,4
16,16.975,priors,0,zebra,lays eggs,6,5
16,16.975,priors,0,ostrich,lays eggs,6,6
16,16.975,priors,0,dog,lays eggs,6,7
16,16.975,priors,100,platypus,lays eggs,6,8
16,16.975,priors,0,kangaroo,lays eggs,6,9
16,10.512,priors,50,Birds,is female,7,0
16,10.512,priors,50,Ducks,is female,7,1
16,10.512,priors,50,Sharks,is female,7,2
16,10.512,priors,50,Leopards,is female,7,3
16,10.512,priors,50,Lions,is female,7,4
16,10.512,priors,50,zebra,is female,7,5
16,10.512,priors,50,ostrich,is female,7,6
16,10.512,priors,50,dog,is female,7,7
16,10.512,priors,50,platypus,is female,7,8
16,10.512,priors,50,kangaroo,is female,7,9
17,37.203,priors,1,Mosquitos,attack swimmers,0,0
17,37.203,priors,0,Lions,attack swimmers,0,1
17,37.203,priors,1,Birds,attack swimmers,0,2
17,37.203,priors,0,Ducks,attack swimmers,0,3
17,37.203,priors,5,Sharks,attack swimmers,0,4
17,37.203,priors,0,Cats,attack swimmers,0,5
17,37.203,priors,0,Dogs,attack swimmers,0,6
17,37.203,priors,0,Flys,attack swimmers,0,7
17,37.203,priors,0,Goats,attack swimmers,0,8
17,37.203,priors,0,Rabbits,attack swimmers,0,9
17,15.073,priors,70,Mosquitos,carries malaria,1,0
17,15.073,priors,0,Lions,carries malaria,1,1
17,15.073,priors,0,Birds,carries malaria,1,2
17,15.073,priors,0,Ducks,carries malaria,1,3
17,15.073,priors,0,Sharks,carries malaria,1,4
17,15.073,priors,0,Cats,carries malaria,1,5
17,15.073,priors,0,Dogs,carries malaria,1,6
17,15.073,priors,15,Flys,carries malaria,1,7
17,15.073,priors,0,Goats,carries malaria,1,8
17,15.073,priors,0,Rabbits,carries malaria,1,9
17,15.492,priors,0,Mosquitos,has manes,2,0
17,15.492,priors,50,Lions,has manes,2,1
17,15.492,priors,0,Birds,has manes,2,2
17,15.492,priors,0,Ducks,has manes,2,3
17,15.492,priors,0,Sharks,has manes,2,4
17,15.492,priors,25,Cats,has manes,2,5
17,15.492,priors,0,Dogs,has manes,2,6
17,15.492,priors,0,Flys,has manes,2,7
17,15.492,priors,0,Goats,has manes,2,8
17,15.492,priors,0,Rabbits,has manes,2,9
17,8.333,priors,50,Mosquitos,is female,3,0
17,8.333,priors,50,Lions,is female,3,1
17,8.333,priors,50,Birds,is female,3,2
17,8.333,priors,50,Ducks,is female,3,3
17,8.333,priors,50,Sharks,is female,3,4
17,8.333,priors,50,Cats,is female,3,5
17,8.333,priors,50,Dogs,is female,3,6
17,8.333,priors,50,Flys,is female,3,7
17,8.333,priors,50,Goats,is female,3,8
17,8.333,priors,50,Rabbits,is female,3,9
17,6.407,priors,50,Mosquitos,is male,4,0
17,6.407,priors,50,Lions,is male,4,1
17,6.407,priors,50,Birds,is male,4,2
17,6.407,priors,50,Ducks,is male,4,3
17,6.407,priors,50,Sharks,is male,4,4
17,6.407,priors,50,Cats,is male,4,5
17,6.407,priors,50,Dogs,is male,4,6
17,6.407,priors,50,Flys,is male,4,7
17,6.407,priors,50,Goats,is male,4,8
17,6.407,priors,50,Rabbits,is male,4,9
17,43.079,priors,0,Mosquitos,has spots,5,0
17,43.079,priors,20,Lions,has spots,5,1
17,43.079,priors,50,Birds,has spots,5,2
17,43.079,priors,50,Ducks,has spots,5,3
17,43.079,priors,1,Sharks,has spots,5,4
17,43.079,priors,85,Cats,has spots,5,5
17,43.079,priors,85,Dogs,has spots,5,6
17,43.079,priors,0,Flys,has spots,5,7
17,43.079,priors,75,Goats,has spots,5,8
17,43.079,priors,75,Rabbits,has spots,5,9
17,11.398,priors,100,Mosquitos,has wings,6,0
17,11.398,priors,0,Lions,has wings,6,1
17,11.398,priors,100,Birds,has wings,6,2
17,11.398,priors,100,Ducks,has wings,6,3
17,11.398,priors,0,Sharks,has wings,6,4
17,11.398,priors,0,Cats,has wings,6,5
17,11.398,priors,0,Dogs,has wings,6,6
17,11.398,priors,100,Flys,has wings,6,7
17,11.398,priors,0,Goats,has wings,6,8
17,11.398,priors,0,Rabbits,has wings,6,9
17,14.565,priors,100,Mosquitos,lays eggs,7,0
17,14.565,priors,0,Lions,lays eggs,7,1
17,14.565,priors,100,Birds,lays eggs,7,2
17,14.565,priors,100,Ducks,lays eggs,7,3
17,14.565,priors,0,Sharks,lays eggs,7,4
17,14.565,priors,0,Cats,lays eggs,7,5
17,14.565,priors,0,Dogs,lays eggs,7,6
17,14.565,priors,100,Flys,lays eggs,7,7
17,14.565,priors,0,Goats,lays eggs,7,8
17,14.565,priors,0,Rabbits,lays eggs,7,9
18,15.94,priors,0,Mosquitos,has manes,0,0
18,15.94,priors,50,Lions,has manes,0,1
18,15.94,priors,0,Ducks,has manes,0,2
18,15.94,priors,0,Leopards,has manes,0,3
18,15.94,priors,0,Sharks,has manes,0,4
18,15.94,priors,0,monkeys,has manes,0,5
18,15.94,priors,0,hawks,has manes,0,6
18,15.94,priors,0,grasshoppers,has manes,0,7
18,15.94,priors,0,tuna,has manes,0,8
18,15.94,priors,0,tigers,has manes,0,9
18,25.582,priors,50,Mosquitos,is male,1,0
18,25.582,priors,50,Lions,is male,1,1
18,25.582,priors,50,Ducks,is male,1,2
18,25.582,priors,50,Leopards,is male,1,3
18,25.582,priors,50,Sharks,is male,1,4
18,25.582,priors,50,monkeys,is male,1,5
18,25.582,priors,50,hawks,is male,1,6
18,25.582,priors,50,grasshoppers,is male,1,7
18,25.582,priors,50,tuna,is male,1,8
18,25.582,priors,50,tigers,is male,1,9
18,32.219,priors,0,Mosquitos,has spots,2,0
18,32.219,priors,0,Lions,has spots,2,1
18,32.219,priors,5,Ducks,has spots,2,2
18,32.219,priors,100,Leopards,has spots,2,3
18,32.219,priors,10,Sharks,has spots,2,4
18,32.219,priors,5,monkeys,has spots,2,5
18,32.219,priors,0,hawks,has spots,2,6
18,32.219,priors,10,grasshoppers,has spots,2,7
18,32.219,priors,0,tuna,has spots,2,8
18,32.219,priors,0,tigers,has spots,2,9
18,33.962,priors,50,Mosquitos,lays eggs,3,0
18,33.962,priors,0,Lions,lays eggs,3,1
18,33.962,priors,50,Ducks,lays eggs,3,2
18,33.962,priors,0,Leopards,lays eggs,3,3
18,33.962,priors,0,Sharks,lays eggs,3,4
18,33.962,priors,0,monkeys,lays eggs,3,5
18,33.962,priors,50,hawks,lays eggs,3,6
18,33.962,priors,50,grasshoppers,lays eggs,3,7
18,33.962,priors,50,tuna,lays eggs,3,8
18,33.962,priors,0,tigers,lays eggs,3,9
18,13.009,priors,20,Mosquitos,carries malaria,4,0
18,13.009,priors,0,Lions,carries malaria,4,1
18,13.009,priors,0,Ducks,carries malaria,4,2
18,13.009,priors,0,Leopards,carries malaria,4,3
18,13.009,priors,0,Sharks,carries malaria,4,4
18,13.009,priors,0,monkeys,carries malaria,4,5
18,13.009,priors,0,hawks,carries malaria,4,6
18,13.009,priors,0,grasshoppers,carries malaria,4,7
18,13.009,priors,0,tuna,carries malaria,4,8
18,13.009,priors,0,tigers,carries malaria,4,9
18,18.724,priors,100,Mosquitos,has wings,5,0
18,18.724,priors,0,Lions,has wings,5,1
18,18.724,priors,100,Ducks,has wings,5,2
18,18.724,priors,0,Leopards,has wings,5,3
18,18.724,priors,0,Sharks,has wings,5,4
18,18.724,priors,0,monkeys,has wings,5,5
18,18.724,priors,100,hawks,has wings,5,6
18,18.724,priors,100,grasshoppers,has wings,5,7
18,18.724,priors,0,tuna,has wings,5,8
18,18.724,priors,0,tigers,has wings,5,9
18,29.477,priors,50,Mosquitos,is female,6,0
18,29.477,priors,50,Lions,is female,6,1
18,29.477,priors,50,Ducks,is female,6,2
18,29.477,priors,50,Leopards,is female,6,3
18,29.477,priors,50,Sharks,is female,6,4
18,29.477,priors,50,monkeys,is female,6,5
18,29.477,priors,50,hawks,is female,6,6
18,29.477,priors,50,grasshoppers,is female,6,7
18,29.477,priors,50,tuna,is female,6,8
18,29.477,priors,50,tigers,is female,6,9
18,27.375,priors,5,Mosquitos,attack swimmers,7,0
18,27.375,priors,5,Lions,attack swimmers,7,1
18,27.375,priors,1,Ducks,attack swimmers,7,2
18,27.375,priors,5,Leopards,attack swimmers,7,3
18,27.375,priors,25,Sharks,attack swimmers,7,4
18,27.375,priors,0,monkeys,attack swimmers,7,5
18,27.375,priors,0,hawks,attack swimmers,7,6
18,27.375,priors,0,grasshoppers,attack swimmers,7,7
18,27.375,priors,1,tuna,attack swimmers,7,8
18,27.375,priors,1,tigers,attack swimmers,7,9
19,32.604,priors,0,Sharks,has manes,0,0
19,32.604,priors,0,Leopards,has manes,0,1
19,32.604,priors,50,Lions,has manes,0,2
19,32.604,priors,0,Birds,has manes,0,3
19,32.604,priors,0,Mosquitos,has manes,0,4
19,32.604,priors,0,dogs,has manes,0,5
19,32.604,priors,0,cats,has manes,0,6
19,32.604,priors,0,tigers,has manes,0,7
19,32.604,priors,0,elephants,has manes,0,8
19,32.604,priors,0,monkeys,has manes,0,9
19,30.933,priors,2,Sharks,attack swimmers,1,0
19,30.933,priors,0,Leopards,attack swimmers,1,1
19,30.933,priors,0,Lions,attack swimmers,1,2
19,30.933,priors,0,Birds,attack swimmers,1,3
19,30.933,priors,100,Mosquitos,attack swimmers,1,4
19,30.933,priors,0,dogs,attack swimmers,1,5
19,30.933,priors,0,cats,attack swimmers,1,6
19,30.933,priors,0,tigers,attack swimmers,1,7
19,30.933,priors,0,elephants,attack swimmers,1,8
19,30.933,priors,0,monkeys,attack swimmers,1,9
19,22.266,priors,50,Sharks,is male,2,0
19,22.266,priors,50,Leopards,is male,2,1
19,22.266,priors,50,Lions,is male,2,2
19,22.266,priors,50,Birds,is male,2,3
19,22.266,priors,50,Mosquitos,is male,2,4
19,22.266,priors,50,dogs,is male,2,5
19,22.266,priors,50,cats,is male,2,6
19,22.266,priors,50,tigers,is male,2,7
19,22.266,priors,50,elephants,is male,2,8
19,22.266,priors,50,monkeys,is male,2,9
19,23.516,priors,0,Sharks,has wings,3,0
19,23.516,priors,0,Leopards,has wings,3,1
19,23.516,priors,0,Lions,has wings,3,2
19,23.516,priors,100,Birds,has wings,3,3
19,23.516,priors,100,Mosquitos,has wings,3,4
19,23.516,priors,0,dogs,has wings,3,5
19,23.516,priors,0,cats,has wings,3,6
19,23.516,priors,0,tigers,has wings,3,7
19,23.516,priors,0,elephants,has wings,3,8
19,23.516,priors,0,monkeys,has wings,3,9
19,30.472,priors,0,Sharks,has spots,4,0
19,30.472,priors,100,Leopards,has spots,4,1
19,30.472,priors,0,Lions,has spots,4,2
19,30.472,priors,5,Birds,has spots,4,3
19,30.472,priors,0,Mosquitos,has spots,4,4
19,30.472,priors,25,dogs,has spots,4,5
19,30.472,priors,25,cats,has spots,4,6
19,30.472,priors,0,tigers,has spots,4,7
19,30.472,priors,0,elephants,has spots,4,8
19,30.472,priors,0,monkeys,has spots,4,9
19,21.802,priors,0,Sharks,lays eggs,5,0
19,21.802,priors,0,Leopards,lays eggs,5,1
19,21.802,priors,0,Lions,lays eggs,5,2
19,21.802,priors,50,Birds,lays eggs,5,3
19,21.802,priors,50,Mosquitos,lays eggs,5,4
19,21.802,priors,0,dogs,lays eggs,5,5
19,21.802,priors,0,cats,lays eggs,5,6
19,21.802,priors,0,tigers,lays eggs,5,7
19,21.802,priors,0,elephants,lays eggs,5,8
19,21.802,priors,0,monkeys,lays eggs,5,9
19,18.542,priors,0,Sharks,carries malaria,6,0
19,18.542,priors,0,Leopards,carries malaria,6,1
19,18.542,priors,0,Lions,carries malaria,6,2
19,18.542,priors,0,Birds,carries malaria,6,3
19,18.542,priors,10,Mosquitos,carries malaria,6,4
19,18.542,priors,0,dogs,carries malaria,6,5
19,18.542,priors,0,cats,carries malaria,6,6
19,18.542,priors,0,tigers,carries malaria,6,7
19,18.542,priors,0,elephants,carries malaria,6,8
19,18.542,priors,0,monkeys,carries malaria,6,9
19,22.049,priors,50,Sharks,is female,7,0
19,22.049,priors,50,Leopards,is female,7,1
19,22.049,priors,50,Lions,is female,7,2
19,22.049,priors,50,Birds,is female,7,3
19,22.049,priors,50,Mosquitos,is female,7,4
19,22.049,priors,50,dogs,is female,7,5
19,22.049,priors,50,cats,is female,7,6
19,22.049,priors,50,tigers,is female,7,7
19,22.049,priors,50,elephants,is female,7,8
19,22.049,priors,50,monkeys,is female,7,9
20,44.061,priors,0,Sharks,lays eggs,0,0
20,44.061,priors,100,Birds,lays eggs,0,1
20,44.061,priors,0,Leopards,lays eggs,0,2
20,44.061,priors,0,Mosquitos,lays eggs,0,3
20,44.061,priors,100,Ducks,lays eggs,0,4
20,44.061,priors,100,Geese,lays eggs,0,5
20,44.061,priors,0,Cats,lays eggs,0,6
20,44.061,priors,0,Dogs,lays eggs,0,7
20,44.061,priors,0,Cougars,lays eggs,0,8
20,44.061,priors,0,Elephants,lays eggs,0,9
20,34.578,priors,0,Sharks,has spots,1,0
20,34.578,priors,5,Birds,has spots,1,1
20,34.578,priors,85,Leopards,has spots,1,2
20,34.578,priors,0,Mosquitos,has spots,1,3
20,34.578,priors,0,Ducks,has spots,1,4
20,34.578,priors,0,Geese,has spots,1,5
20,34.578,priors,1,Cats,has spots,1,6
20,34.578,priors,1,Dogs,has spots,1,7
20,34.578,priors,1,Cougars,has spots,1,8
20,34.578,priors,0,Elephants,has spots,1,9
20,8.973,priors,0,Sharks,has manes,2,0
20,8.973,priors,0,Birds,has manes,2,1
20,8.973,priors,0,Leopards,has manes,2,2
20,8.973,priors,0,Mosquitos,has manes,2,3
20,8.973,priors,0,Ducks,has manes,2,4
20,8.973,priors,0,Geese,has manes,2,5
20,8.973,priors,0,Cats,has manes,2,6
20,8.973,priors,0,Dogs,has manes,2,7
20,8.973,priors,0,Cougars,has manes,2,8
20,8.973,priors,0,Elephants,has manes,2,9
20,16.981,priors,10,Sharks,attack swimmers,3,0
20,16.981,priors,0,Birds,attack swimmers,3,1
20,16.981,priors,0,Leopards,attack swimmers,3,2
20,16.981,priors,0,Mosquitos,attack swimmers,3,3
20,16.981,priors,0,Ducks,attack swimmers,3,4
20,16.981,priors,0,Geese,attack swimmers,3,5
20,16.981,priors,0,Cats,attack swimmers,3,6
20,16.981,priors,0,Dogs,attack swimmers,3,7
20,16.981,priors,0,Cougars,attack swimmers,3,8
20,16.981,priors,0,Elephants,attack swimmers,3,9
20,16.11,priors,50,Sharks,is female,4,0
20,16.11,priors,50,Birds,is female,4,1
20,16.11,priors,50,Leopards,is female,4,2
20,16.11,priors,50,Mosquitos,is female,4,3
20,16.11,priors,50,Ducks,is female,4,4
20,16.11,priors,50,Geese,is female,4,5
20,16.11,priors,50,Cats,is female,4,6
20,16.11,priors,50,Dogs,is female,4,7
20,16.11,priors,50,Cougars,is female,4,8
20,16.11,priors,50,Elephants,is female,4,9
20,22.405,priors,0,Sharks,carries malaria,5,0
20,22.405,priors,0,Birds,carries malaria,5,1
20,22.405,priors,0,Leopards,carries malaria,5,2
20,22.405,priors,100,Mosquitos,carries malaria,5,3
20,22.405,priors,0,Ducks,carries malaria,5,4
20,22.405,priors,0,Geese,carries malaria,5,5
20,22.405,priors,0,Cats,carries malaria,5,6
20,22.405,priors,0,Dogs,carries malaria,5,7
20,22.405,priors,0,Cougars,carries malaria,5,8
20,22.405,priors,0,Elephants,carries malaria,5,9
20,15.318,priors,0,Sharks,has wings,6,0
20,15.318,priors,100,Birds,has wings,6,1
20,15.318,priors,0,Leopards,has wings,6,2
20,15.318,priors,100,Mosquitos,has wings,6,3
20,15.318,priors,100,Ducks,has wings,6,4
20,15.318,priors,100,Geese,has wings,6,5
20,15.318,priors,0,Cats,has wings,6,6
20,15.318,priors,0,Dogs,has wings,6,7
20,15.318,priors,0,Cougars,has wings,6,8
20,15.318,priors,0,Elephants,has wings,6,9
20,16.086,priors,50,Sharks,is male,7,0
20,16.086,priors,50,Birds,is male,7,1
20,16.086,priors,50,Leopards,is male,7,2
20,16.086,priors,50,Mosquitos,is male,7,3
20,16.086,priors,50,Ducks,is male,7,4
20,16.086,priors,50,Geese,is male,7,5
20,16.086,priors,50,Cats,is male,7,6
20,16.086,priors,50,Dogs,is male,7,7
20,16.086,priors,50,Cougars,is male,7,8
20,16.086,priors,50,Elephants,is male,7,9
21,40.26,priors,2,Birds,carries malaria,0,0
21,40.26,priors,0,Leopards,carries malaria,0,1
21,40.26,priors,0,Ducks,carries malaria,0,2
21,40.26,priors,100,Mosquitos,carries malaria,0,3
21,40.26,priors,0,Sharks,carries malaria,0,4
21,40.26,priors,0,dogs,carries malaria,0,5
21,40.26,priors,0,cats,carries malaria,0,6
21,40.26,priors,0,cows,carries malaria,0,7
21,40.26,priors,0,sheep,carries malaria,0,8
21,40.26,priors,0,chickens,carries malaria,0,9
21,57.335,priors,0,Birds,attack swimmers,1,0
21,57.335,priors,0,Leopards,attack swimmers,1,1
21,57.335,priors,0,Ducks,attack swimmers,1,2
21,57.335,priors,0,Mosquitos,attack swimmers,1,3
21,57.335,priors,15,Sharks,attack swimmers,1,4
21,57.335,priors,0,dogs,attack swimmers,1,5
21,57.335,priors,0,cats,attack swimmers,1,6
21,57.335,priors,0,cows,attack swimmers,1,7
21,57.335,priors,0,sheep,attack swimmers,1,8
21,57.335,priors,0,chickens,attack swimmers,1,9
21,47.613,priors,10,Birds,has spots,2,0
21,47.613,priors,100,Leopards,has spots,2,1
21,47.613,priors,10,Ducks,has spots,2,2
21,47.613,priors,0,Mosquitos,has spots,2,3
21,47.613,priors,10,Sharks,has spots,2,4
21,47.613,priors,25,dogs,has spots,2,5
21,47.613,priors,10,cats,has spots,2,6
21,47.613,priors,10,cows,has spots,2,7
21,47.613,priors,0,sheep,has spots,2,8
21,47.613,priors,10,chickens,has spots,2,9
21,56.403,priors,60,Birds,lays eggs,3,0
21,56.403,priors,0,Leopards,lays eggs,3,1
21,56.403,priors,55,Ducks,lays eggs,3,2
21,56.403,priors,75,Mosquitos,lays eggs,3,3
21,56.403,priors,0,Sharks,lays eggs,3,4
21,56.403,priors,0,dogs,lays eggs,3,5
21,56.403,priors,0,cats,lays eggs,3,6
21,56.403,priors,0,cows,lays eggs,3,7
21,56.403,priors,0,sheep,lays eggs,3,8
21,56.403,priors,75,chickens,lays eggs,3,9
21,45.464,priors,99,Birds,has wings,4,0
21,45.464,priors,0,Leopards,has wings,4,1
21,45.464,priors,90,Ducks,has wings,4,2
21,45.464,priors,100,Mosquitos,has wings,4,3
21,45.464,priors,0,Sharks,has wings,4,4
21,45.464,priors,0,dogs,has wings,4,5
21,45.464,priors,0,cats,has wings,4,6
21,45.464,priors,0,cows,has wings,4,7
21,45.464,priors,0,sheep,has wings,4,8
21,45.464,priors,85,chickens,has wings,4,9
21,63.586,priors,60,Birds,is female,5,0
21,63.586,priors,70,Leopards,is female,5,1
21,63.586,priors,60,Ducks,is female,5,2
21,63.586,priors,80,Mosquitos,is female,5,3
21,63.586,priors,60,Sharks,is female,5,4
21,63.586,priors,50,dogs,is female,5,5
21,63.586,priors,50,cats,is female,5,6
21,63.586,priors,70,cows,is female,5,7
21,63.586,priors,75,sheep,is female,5,8
21,63.586,priors,75,chickens,is female,5,9
21,32.85,priors,40,Birds,is male,6,0
21,32.85,priors,30,Leopards,is male,6,1
21,32.85,priors,40,Ducks,is male,6,2
21,32.85,priors,20,Mosquitos,is male,6,3
21,32.85,priors,40,Sharks,is male,6,4
21,32.85,priors,50,dogs,is male,6,5
21,32.85,priors,50,cats,is male,6,6
21,32.85,priors,30,cows,is male,6,7
21,32.85,priors,25,sheep,is male,6,8
21,32.85,priors,25,chickens,is male,6,9
21,65.343,priors,0,Birds,has manes,7,0
21,65.343,priors,0,Leopards,has manes,7,1
21,65.343,priors,0,Ducks,has manes,7,2
21,65.343,priors,0,Mosquitos,has manes,7,3
21,65.343,priors,0,Sharks,has manes,7,4
21,65.343,priors,30,dogs,has manes,7,5
21,65.343,priors,5,cats,has manes,7,6
21,65.343,priors,5,cows,has manes,7,7
21,65.343,priors,0,sheep,has manes,7,8
21,65.343,priors,0,chickens,has manes,7,9
22,45.757,priors,10,Lions,carries malaria,0,0
22,45.757,priors,50,Mosquitos,carries malaria,0,1
22,45.757,priors,25,Birds,carries malaria,0,2
22,45.757,priors,10,Leopards,carries malaria,0,3
22,45.757,priors,5,Ducks,carries malaria,0,4
22,45.757,priors,0,Dog,carries malaria,0,5
22,45.757,priors,0,Giraffe,carries malaria,0,6
22,45.757,priors,0,turtle,carries malaria,0,7
22,45.757,priors,5,robin,carries malaria,0,8
22,45.757,priors,0,cat,carries malaria,0,9
22,43.329,priors,5,Lions,has spots,1,0
22,43.329,priors,0,Mosquitos,has spots,1,1
22,43.329,priors,10,Birds,has spots,1,2
22,43.329,priors,95,Leopards,has spots,1,3
22,43.329,priors,5,Ducks,has spots,1,4
22,43.329,priors,20,Dog,has spots,1,5
22,43.329,priors,70,Giraffe,has spots,1,6
22,43.329,priors,0,turtle,has spots,1,7
22,43.329,priors,20,robin,has spots,1,8
22,43.329,priors,30,cat,has spots,1,9
22,28.775,priors,0,Lions,attack swimmers,2,0
22,28.775,priors,100,Mosquitos,attack swimmers,2,1
22,28.775,priors,0,Birds,attack swimmers,2,2
22,28.775,priors,0,Leopards,attack swimmers,2,3
22,28.775,priors,1,Ducks,attack swimmers,2,4
22,28.775,priors,0,Dog,attack swimmers,2,5
22,28.775,priors,0,Giraffe,attack swimmers,2,6
22,28.775,priors,1,turtle,attack swimmers,2,7
22,28.775,priors,0,robin,attack swimmers,2,8
22,28.775,priors,0,cat,attack swimmers,2,9
22,16.163,priors,0,Lions,has wings,3,0
22,16.163,priors,100,Mosquitos,has wings,3,1
22,16.163,priors,100,Birds,has wings,3,2
22,16.163,priors,0,Leopards,has wings,3,3
22,16.163,priors,0,Ducks,has wings,3,4
22,16.163,priors,0,Dog,has wings,3,5
22,16.163,priors,0,Giraffe,has wings,3,6
22,16.163,priors,0,turtle,has wings,3,7
22,16.163,priors,100,robin,has wings,3,8
22,16.163,priors,0,cat,has wings,3,9
22,18.464,priors,50,Lions,is male,4,0
22,18.464,priors,50,Mosquitos,is male,4,1
22,18.464,priors,50,Birds,is male,4,2
