workerid,trial_number,trial_type,property,prevalence,animal,rt,property_index,animal_index
4,1,priors,are male,50,Peacocks,12.15,13,4
4,1,priors,are male,50,Kangaroos,12.15,13,5
4,1,priors,are male,50,Geese,12.15,13,6
4,1,priors,are male,50,Wallabys,12.15,13,7
4,1,priors,are male,50,Panthers,12.15,13,8
4,1,priors,are male,50,Cheetahs,12.15,13,9
4,1,priors,are male,50,Dolphins,12.15,13,10
4,1,priors,have pouches,0,Swans,16.422,14,0
4,1,priors,have pouches,0,Sharks,16.422,14,1
4,1,priors,have pouches,0,Leopards,16.422,14,2
4,1,priors,have pouches,0,Ducks,16.422,14,3
4,1,priors,have pouches,0,Peacocks,16.422,14,4
4,1,priors,have pouches,100,Kangaroos,16.422,14,5
4,1,priors,have pouches,0,Geese,16.422,14,6
4,1,priors,have pouches,100,Wallabys,16.422,14,7
4,1,priors,have pouches,0,Panthers,16.422,14,8
4,1,priors,have pouches,0,Cheetahs,16.422,14,9
4,1,priors,have pouches,0,Dolphins,16.422,14,10
4,1,priors,have wings,100,Swans,23.842,15,0
4,1,priors,have wings,0,Sharks,23.842,15,1
4,1,priors,have wings,0,Leopards,23.842,15,2
4,1,priors,have wings,100,Ducks,23.842,15,3
4,1,priors,have wings,100,Peacocks,23.842,15,4
4,1,priors,have wings,0,Kangaroos,23.842,15,5
4,1,priors,have wings,100,Geese,23.842,15,6
4,1,priors,have wings,0,Wallabys,23.842,15,7
4,1,priors,have wings,0,Panthers,23.842,15,8
4,1,priors,have wings,0,Cheetahs,23.842,15,9
4,1,priors,have wings,0,Dolphins,23.842,15,10
