Category,Measure,g,d,a,b,Probability
accidental_high,across,0.7715778157580644,0.979099702090025,0.755451609547993,0.22364809254203194,0.005999999999999996
accidental_high,across,0.7772803513798863,0.979099702090025,0.7610349604764766,0.21806474161354839,0.023999999999999994
accidental_high,across,0.7773387713823467,0.979099702090025,0.7610921594834817,0.21800754260654323,0.086
accidental_high,across,0.7931237106677145,0.979099702090025,0.7765471888352944,0.20255251325473056,0.108
accidental_high,across,0.8058837328571826,0.979099702090025,0.7890405227596647,0.1900591793303602,0.005999999999999996
accidental_high,across,0.7999795742798597,0.979099702090025,0.7832597628555156,0.19583993923450937,0.015999999999999993
accidental_high,across,0.7978293797932565,0.979099702090025,0.7811545080742468,0.19794519401577812,0.10399999999999998
accidental_high,across,0.7725882364902645,0.979099702090025,0.7564409121858757,0.2226587899041492,0.152
accidental_high,across,0.7743965601548553,0.979099702090025,0.7582114413471589,0.22088826074286608,0.07599999999999998
accidental_high,across,0.7790782903321087,0.979099702090025,0.7627953219689736,0.21630438012105133,0.188
accidental_high,across,0.7649762944784015,0.979099702090025,0.7489880620297341,0.2301116400602908,0.23199999999999998
accidental_high,across,0.7868781045544893,0.979099702090025,0.7704321177504639,0.208667584339561,0.0020000000000000013
